Address,Beds,Baths,Cars,Area,Date,Ptype,Latitude,Longitude,Price,Closest Station,Straight Distance (km)
"5 Attow Street Winston Hills, NSW, 2153",4,1,2,645,4045,House: One Storey / Lowset,-33.7785775,150.9776705,521000,Toongabbie Station NSW,2.599362225
"6 Attow Street Winston Hills, NSW, 2153",4,2,2,797,437,House,-33.7780649,150.9778524,981000,Toongabbie Station NSW,2.636358997
"7 Attow Street Winston Hills, NSW, 2153",3,1,2,683,4261,House: One Storey / Lowset,-33.7785475,150.9773977,485000,Toongabbie Station NSW,2.577168293
"10 Attow Street Winston Hills, NSW, 2153",4,3,2,936,2416,House: One Storey / Lowset,-33.778054,150.9774204,780000,Toongabbie Station NSW,2.600008689
"16 Attow Street Winston Hills, NSW, 2153",4,3,2,771,2574,House: One Storey / Lowset,-33.7778484,150.9768521,636000,Toongabbie Station NSW,2.560884495
"4 Ayles Road Winston Hills, NSW, 2153",4,1,2,677,218,House,-33.7701637,150.9604399,930000,Toongabbie Station NSW,2.062701066
"10 Ayles Road Winston Hills, NSW, 2153",3,1,1,563,3864,House: One Storey / Lowset,-33.7705865,150.9605308,499000,Toongabbie Station NSW,2.02314806
"18 Ayles Road Winston Hills, NSW, 2153",3,1,2,556,3717,House: One Storey / Lowset,-33.7710877,150.9613946,560000,Toongabbie Station NSW,2.00754504
"23 Ayles Road Winston Hills, NSW, 2153",4,2,2,721,3790,House: One Storey / Lowset,-33.7709098,150.9622583,538000,Toongabbie Station NSW,2.062417186
"1 Baden Powell Place Winston Hills, NSW, 2153",3,1,1,696,5075,House,-33.7861699,150.9856273,450000,Westmead Station NSW,2.482617938
"4 Baden Powell Place Winston Hills, NSW, 2153",3,1,3,854,2262,House: One Storey / Lowset,-33.7858587,150.9861274,710000,Westmead Station NSW,2.513625173
"1 Baldwin Avenue Winston Hills, NSW, 2153",3,1,2,715,1289,House: One Storey / Lowset,-33.7713431,150.9905152,1020000,Toongabbie Station NSW,4.011270418
"3 Baldwin Avenue Winston Hills, NSW, 2153",3,2,1,696,1309,House: One Storey / Lowset,-33.7713639,150.9906743,1080000,Toongabbie Station NSW,4.023479529
"5 Baldwin Avenue Winston Hills, NSW, 2153",3,2,2,696,3451,House: One Storey / Lowset,-33.7713989,150.9908107,630000,Toongabbie Station NSW,4.033130514
"9 Baldwin Avenue Winston Hills, NSW, 2153",4,3,2,696,3302,House,-33.7716718,150.9917201,750000,Toongabbie Station NSW,4.09612739
"10 Baldwin Avenue Winston Hills, NSW, 2153",6,2,1,803,2376,House: One Storey / Lowset,-33.7721979,150.991902,691000,Westmead Station NSW,4.043914146
"13 Baldwin Avenue Winston Hills, NSW, 2153",4,2,1,759,1074,House,-33.772093,150.9925841,1200000,Westmead Station NSW,4.061731326
"2 Banff Place Winston Hills, NSW, 2153",4,2,3,626,4750,House: One Storey / Lowset,-33.7789426,150.9829901,520000,Toongabbie Station NSW,3.049533931
"6 Banff Place Winston Hills, NSW, 2153",4,2,1,771,5571,House,-33.7786164,150.9828083,477500,Toongabbie Station NSW,3.044642717
"5 Barnetts Road Winston Hills, NSW, 2153",4,2,1,556,2166,House: One Storey / Lowset,-33.783327,150.9854454,840500,Westmead Station NSW,2.799033391
"8 Barnetts Road Winston Hills, NSW, 2153",2,1,1,550,945,House: One Storey / Lowset,-33.7827711,150.9849907,915000,Westmead Station NSW,2.864312416
"10 Barnetts Road Winston Hills, NSW, 2153",4,3,4,556,1621,House,-33.7826962,150.9848543,850500,Westmead Station NSW,2.873819797
"11 Barnetts Road Winston Hills, NSW, 2153",3,1,2,556,3347,House: One Storey / Lowset,-33.7831988,150.9849452,580000,Westmead Station NSW,2.81737854
"12 Barnetts Road Winston Hills, NSW, 2153",4,2,1,556,1949,House,-33.7827012,150.9847179,770000,Westmead Station NSW,2.87453762
"13 Barnetts Road Winston Hills, NSW, 2153",3,1,2,556,658,House,-33.7832038,150.9848088,855000,Westmead Station NSW,2.818084189
"14 Barnetts Road Winston Hills, NSW, 2153",4,2,2,556,2899,House: One Storey / Lowset,-33.7826687,150.9845133,508000,Westmead Station NSW,2.88013888
"16 Barnetts Road Winston Hills, NSW, 2153",3,1,2,556,3638,House: One Storey / Lowset,-33.7826479,150.9843542,520000,Westmead Station NSW,2.884081704
"21 Barnetts Road Winston Hills, NSW, 2153",3,3,1,556,1389,House: One Storey / Lowset,-33.7830689,150.9841268,790000,Westmead Station NSW,2.84009899
"22 Barnetts Road Winston Hills, NSW, 2153",3,1,1,556,3823,House: One Storey / Lowset,-33.7825313,150.9838995,481000,Westmead Station NSW,2.902045061
"23A Barnetts Road Winston Hills, NSW, 2153",4,2,2,1056,7209,House,-33.7832893,150.9839307,321000,Westmead Station NSW,2.818095353
"24 Barnetts Road Winston Hills, NSW, 2153",5,4,2,556,2755,House,-33.7824847,150.9837176,505000,Westmead Station NSW,2.90938128
"28 Barnetts Road Winston Hills, NSW, 2153",3,2,2,556,3243,House: One Storey / Lowset,-33.782443,150.9833993,645000,Westmead Station NSW,2.918044259
"32 Barnetts Road Winston Hills, NSW, 2153",3,2,2,550,263,House,-33.7823614,150.9830811,908000,Westmead Station NSW,2.931367756
"34 Barnetts Road Winston Hills, NSW, 2153",4,2,2,556,715,House: One Storey / Lowset,-33.7822682,150.9827173,1100000,Toongabbie Station NSW,2.934935178
"37 Barnetts Road Winston Hills, NSW, 2153",4,2,1,677,330,House,-33.7827225,150.9823081,960000,Toongabbie Station NSW,2.888709835
"38 Barnetts Road Winston Hills, NSW, 2153",4,2,1,556,4044,House: One Storey / Lowset,-33.7822548,150.9823536,426000,Toongabbie Station NSW,2.902193163
"40 Barnetts Road Winston Hills, NSW, 2153",4,1,1,556,4058,House: One Storey / Lowset,-33.7822199,150.9822172,500000,Toongabbie Station NSW,2.890549675
"42 Barnetts Road Winston Hills, NSW, 2153",3,1,1,556,4089,House: One Storey / Lowset,-33.7821849,150.9820808,505000,Toongabbie Station NSW,2.878921655
"44 Barnetts Road Winston Hills, NSW, 2153",3,1,1,556,5709,House: One Storey / Lowset,-33.7821899,150.9819444,436000,Toongabbie Station NSW,2.866444842
"47 Barnetts Road Winston Hills, NSW, 2153",3,1,2,556,5045,House: One Storey / Lowset,-33.782541,150.9814442,470000,Toongabbie Station NSW,2.813700064
"48 Barnetts Road Winston Hills, NSW, 2153",4,2,2,556,1291,House: One Storey / Lowset,-33.7821366,150.9815806,1260000,Toongabbie Station NSW,2.834626602
"51 Barnetts Road Winston Hills, NSW, 2153",4,3,1,556,490,House,-33.7824994,150.981126,879000,Toongabbie Station NSW,2.78565147
"53 Barnetts Road Winston Hills, NSW, 2153",3,1,3,556,1462,House: One Storey / Lowset,-33.7824644,150.9809896,850000,Toongabbie Station NSW,2.773998407
"57 Barnetts Road Winston Hills, NSW, 2153",4,2,2,708,4508,House,-33.7823828,150.9806713,412500,Toongabbie Station NSW,2.746857593
"62 Barnetts Road Winston Hills, NSW, 2153",4,2,1,556,5804,House,-33.7819134,150.9803985,494000,Toongabbie Station NSW,2.732809555
"65 Barnetts Road Winston Hills, NSW, 2153",3,2,1,620,2260,House: One Storey / Lowset,-33.7822179,150.9797165,753000,Toongabbie Station NSW,2.664069059
"66 Barnetts Road Winston Hills, NSW, 2153",3,1,3,594,5358,House,-33.7817269,150.979671,460000,Toongabbie Station NSW,2.671786524
"69 Barnetts Road Winston Hills, NSW, 2153",4,2,2,620,5146,House: One Storey / Lowset,-33.7821479,150.9794437,495000,Toongabbie Station NSW,2.641040065
"74 Barnetts Road Winston Hills, NSW, 2153",5,2,1,727,3619,House: One Storey / Lowset,-33.7815637,150.9790345,560000,Toongabbie Station NSW,2.61878135
"75 Barnetts Road Winston Hills, NSW, 2153",4,2,2,620,1179,House,-33.7821162,150.9788526,1055000,Toongabbie Station NSW,2.588432814
"78 Barnetts Road Winston Hills, NSW, 2153",4,2,3,727,2721,House: One Storey / Lowset,-33.7815104,150.9786708,625000,Toongabbie Station NSW,2.587580104
"80 Barnetts Road Winston Hills, NSW, 2153",3,1,2,721,2162,House: One Storey / Lowset,-33.7815037,150.9784889,811000,Toongabbie Station NSW,2.57145867
"82 Barnetts Road Winston Hills, NSW, 2153",4,2,1,613,1001,House: One Storey / Lowset,-33.7814454,150.9782616,1125000,Toongabbie Station NSW,2.552704494
"86 Barnetts Road Winston Hills, NSW, 2153",3,1,1,557,2351,House: One Storey / Lowset,-33.7814037,150.9779433,705000,Toongabbie Station NSW,2.525398759
"87 Barnetts Road Winston Hills, NSW, 2153",3,1,4,601,4370,House: One Storey / Lowset,-33.7818431,150.9779433,475000,Toongabbie Station NSW,2.513443209
"89 Barnetts Road Winston Hills, NSW, 2153",3,2,2,601,1161,House,-33.7818223,150.9777842,1120000,Toongabbie Station NSW,2.499704147
"90 Barnetts Road Winston Hills, NSW, 2153",3,1,1,556,1604,House: One Storey / Lowset,-33.7812938,150.9776705,820000,Toongabbie Station NSW,2.504179307
"91 Barnetts Road Winston Hills, NSW, 2153",4,3,2,588,5201,House,-33.7818015,150.977625,355000,Toongabbie Station NSW,2.485969294
"99 Barnetts Road Winston Hills, NSW, 2153",3,1,1,841,5579,House,-33.7815966,150.9766703,435000,Toongabbie Station NSW,2.406172064
"103 Barnetts Road Winston Hills, NSW, 2153",3,1,1,556,3101,House: One Storey / Lowset,-33.7814684,150.9761701,497000,Toongabbie Station NSW,2.365310263
"109 Barnetts Road Winston Hills, NSW, 2153",3,1,2,556,5566,House,-33.7813567,150.9755791,447000,Toongabbie Station NSW,2.31616615
"2 Belloc Place Winston Hills, NSW, 2153",3,1,1,575,3926,House: One Storey / Lowset,-33.7719766,150.9877643,415000,Toongabbie Station NSW,3.752184094
"3 Belloc Place Winston Hills, NSW, 2153",3,2,2,713,7084,House,-33.7719662,150.9882408,319000,Toongabbie Station NSW,3.792077873
"6 Belloc Place Winston Hills, NSW, 2153",3,1,1,748,4454,House: One Storey / Lowset,-33.772496,150.9877643,490000,Toongabbie Station NSW,3.726536603
"4 Bellona Street Winston Hills, NSW, 2153",4,2,2,613,4314,House: One Storey / Lowset,-33.7751329,150.9717146,520000,Toongabbie Station NSW,2.297053607
"6 Bellona Street Winston Hills, NSW, 2153",5,4,2,778,5912,House,-33.7752061,150.9715327,520000,Toongabbie Station NSW,2.278648791
"9 Bellona Street Winston Hills, NSW, 2153",4,1,2,632,3447,House: One Storey / Lowset,-33.775712,150.971169,580000,Toongabbie Station NSW,2.218673258
"11 Bellona Street Winston Hills, NSW, 2153",4,3,2,632,3869,House: One Storey / Lowset,-33.7757053,150.9709872,595000,Toongabbie Station NSW,2.205366084
"14 Bellona Street Winston Hills, NSW, 2153",4,3,1,563,1826,House,-33.7752567,150.9708735,950000,Toongabbie Station NSW,2.226106145
"16 Bellona Street Winston Hills, NSW, 2153",2,1,2,627,4873,House: One Storey / Lowset,-33.7752641,150.9706689,10000,Toongabbie Station NSW,2.210441391
"18 Bellona Street Winston Hills, NSW, 2153",4,2,1,664,2719,House: One Storey / Lowset,-33.7752458,150.9704416,680750,Toongabbie Station NSW,2.194878658
"21 Bellona Street Winston Hills, NSW, 2153",4,3,2,764,529,House,-33.775775,150.9701688,1450000,Toongabbie Station NSW,2.139479692
"22 Bellona Street Winston Hills, NSW, 2153",3,2,1,664,2558,House: One Storey / Lowset,-33.7753123,150.9700779,630000,Toongabbie Station NSW,2.163667125
"26 Bellona Street Winston Hills, NSW, 2153",5,3,2,607,4918,House,-33.7753389,150.9697142,548000,Toongabbie Station NSW,2.135283997
"29 Bellona Street Winston Hills, NSW, 2153",4,2,1,683,5424,House,-33.7758497,150.9692141,460000,Toongabbie Station NSW,2.063950408
"3 Bellotti Avenue Winston Hills, NSW, 2153",4,1,2,563,4458,House: One Storey / Lowset,-33.7718634,150.9857637,476000,Toongabbie Station NSW,3.59397942
"4 Bellotti Avenue Winston Hills, NSW, 2153",3,1,1,556,1684,House: One Storey / Lowset,-33.7719275,150.9852165,950000,Toongabbie Station NSW,3.546100414
"6 Bellotti Avenue Winston Hills, NSW, 2153",3,1,1,582,2240,House: One Storey / Lowset,-33.7720781,150.9853545,740000,Toongabbie Station NSW,3.549362216
"8 Bellotti Avenue Winston Hills, NSW, 2153",3,1,1,582,2554,House: One Storey / Lowset,-33.7721697,150.9853999,620000,Toongabbie Station NSW,3.548261392
"10 Bellotti Avenue Winston Hills, NSW, 2153",4,2,1,563,3518,House: One Storey / Lowset,-33.7723128,150.9854909,564000,Toongabbie Station NSW,3.548251501
"12 Bellotti Avenue Winston Hills, NSW, 2153",3,2,2,597,4043,House: One Storey / Lowset,-33.772456,150.9855818,499000,Toongabbie Station NSW,3.548319547
"15 Bellotti Avenue Winston Hills, NSW, 2153",3,2,2,556,3793,House: One Storey / Lowset,-33.7728372,150.9864457,540000,Toongabbie Station NSW,3.600400939
"16 Bellotti Avenue Winston Hills, NSW, 2153",5,3,2,560,2539,House: One Storey / Lowset,-33.7727035,150.9857187,740200,Toongabbie Station NSW,3.546987693
"21 Bellotti Avenue Winston Hills, NSW, 2153",3,1,1,569,230,House,-33.7731868,150.9867185,870000,Toongabbie Station NSW,3.606097421
"22 Bellotti Avenue Winston Hills, NSW, 2153",3,1,2,528,7179,House: One Storey / Lowset,-33.7730003,150.985991,317000,Toongabbie Station NSW,3.55468744
"28 Bellotti Avenue Winston Hills, NSW, 2153",4,2,2,504,2785,House: One Storey / Lowset,-33.7732953,150.9860983,705000,Toongabbie Station NSW,3.549199581
"32 Bellotti Avenue Winston Hills, NSW, 2153",4,2,2,557,2205,House: One Storey / Lowset,-33.773533,150.9863548,880000,Toongabbie Station NSW,3.559225384
"34 Bellotti Avenue Winston Hills, NSW, 2153",4,2,2,900,1632,House,-33.7738624,150.9862932,1117000,Toongabbie Station NSW,3.53860315
"34A Bellotti Avenue Winston Hills, NSW, 2153",4,2,2,788,4957,House,-33.7736925,150.9862774,555500,Toongabbie Station NSW,3.545220999
"36 Bellotti Avenue Winston Hills, NSW, 2153",3,1,1,632,3440,House: One Storey / Lowset,-33.7739507,150.9865365,540000,Toongabbie Station NSW,3.554972211
"37 Bellotti Avenue Winston Hills, NSW, 2153",4,3,2,556,4107,House: One Storey / Lowset,-33.7746367,150.9876439,452500,Toongabbie Station NSW,3.618355365
"39 Bellotti Avenue Winston Hills, NSW, 2153",3,1,1,556,6098,House,-33.7747579,150.9877198,430000,Toongabbie Station NSW,3.619670375
"46 Bellotti Avenue Winston Hills, NSW, 2153",4,2,2,569,1586,House: One Storey / Lowset,-33.774588,150.9869161,860000,Toongabbie Station NSW,3.558495484
"47 Bellotti Avenue Winston Hills, NSW, 2153",4,1,1,588,4436,House,-33.7752156,150.9880678,485000,Toongabbie Station NSW,3.630484128
"49 Bellotti Avenue Winston Hills, NSW, 2153",4,3,1,569,1067,House,-33.7753858,150.988128,950000,Toongabbie Station NSW,3.628785623
"52 Bellotti Avenue Winston Hills, NSW, 2153",3,1,1,601,2437,House: One Storey / Lowset,-33.7749641,150.9871352,637000,Toongabbie Station NSW,3.560976363
"53 Bellotti Avenue Winston Hills, NSW, 2153",5,2,2,626,5195,House: One Storey / Lowset,-33.7754384,150.9884428,465000,Toongabbie Station NSW,3.653841444
"55 Bellotti Avenue Winston Hills, NSW, 2153",4,1,1,632,1082,House,-33.7755422,150.9885827,1180000,Westmead Station NSW,3.655797688
"1 Berrigan Street Winston Hills, NSW, 2153",3,1,3,727,3832,House,-33.7776045,150.996631,538000,Westmead Station NSW,3.519217102
"5 Berrigan Street Winston Hills, NSW, 2153",4,2,2,696,7001,House,-33.7778941,150.9963582,382000,Westmead Station NSW,3.482145768
"7 Berrigan Street Winston Hills, NSW, 2153",4,1,2,696,1490,House: One Storey / Lowset,-33.7779907,150.9962672,900000,Westmead Station NSW,3.469799165
"9 Berrigan Street Winston Hills, NSW, 2153",4,1,1,696,658,House,-33.7780989,150.9962218,1095000,Westmead Station NSW,3.457136564
"10 Berrigan Street Winston Hills, NSW, 2153",1,1,1,696,1431,House: One Storey / Lowset,-33.7780056,150.9969493,1063000,Westmead Station NSW,3.482740649
"11 Berrigan Street Winston Hills, NSW, 2153",3,1,2,696,2805,House: One Storey / Lowset,-33.7782212,150.9961535,520000,Westmead Station NSW,3.442477443
"14 Berrigan Street Winston Hills, NSW, 2153",4,1,2,696,4048,House: One Storey / Lowset,-33.778227,150.9967219,585100,Westmead Station NSW,3.453835851
"15 Berrigan Street Winston Hills, NSW, 2153",3,1,3,696,980,House,-33.7784169,150.9959035,1166000,Westmead Station NSW,3.416195798
"16 Berrigan Street Winston Hills, NSW, 2153",4,2,4,696,2680,House: One Storey / Lowset,-33.7783635,150.996631,745000,Westmead Station NSW,3.437109697
"18 Berrigan Street Winston Hills, NSW, 2153",4,1,1,696,4035,House: One Storey / Lowset,-33.7784884,150.9964946,540000,Westmead Station NSW,3.420668068
"20 Berrigan Street Winston Hills, NSW, 2153",4,2,1,696,533,House: One Storey / Lowset,-33.7786249,150.9964036,1032000,Westmead Station NSW,3.403958261
"1 Betty Avenue Winston Hills, NSW, 2153",2,1,2,930,5089,Unit: Townhouse/Villa,-33.7836011,150.9881508,257250,Westmead Station NSW,2.759260438
"4 Betty Avenue Winston Hills, NSW, 2153",4,2,2,930,4532,House,-33.7839972,150.9875142,566000,Westmead Station NSW,2.715397606
"7 Betty Avenue Winston Hills, NSW, 2153",3,1,2,930,6171,House,-33.7835036,150.9875369,440000,Westmead Station NSW,2.770250456
"1/7A Betty Avenue Winston Hills, NSW, 2153",2,1,1,233,2395,Unit: Townhouse/Villa,-33.7833277,150.9872076,542000,Westmead Station NSW,2.790362576
"3/7A Betty Avenue Winston Hills, NSW, 2153",2,1,1,168,3289,Unit: Townhouse/Villa,-33.7833277,150.9872076,420000,Westmead Station NSW,2.790362576
"4/7A Betty Avenue Winston Hills, NSW, 2153",2,1,1,2675,4708,Unit,-33.7833277,150.9872076,387000,Westmead Station NSW,2.790362576
"5/7A Betty Avenue Winston Hills, NSW, 2153",2,1,1,190,4365,Unit: Townhouse/Villa,-33.7833277,150.9872076,325000,Westmead Station NSW,2.790362576
"7/7A Betty Avenue Winston Hills, NSW, 2153",2,1,2,183,2605,Unit: Townhouse/Villa,-33.7833277,150.9872076,430000,Westmead Station NSW,2.790362576
"9 Betty Avenue Winston Hills, NSW, 2153",2,1,1,930,3323,House,-33.7833546,150.9868776,600000,Westmead Station NSW,2.788261638
"12 Betty Avenue Winston Hills, NSW, 2153",4,4,2,930,2545,House: One Storey / Lowset,-33.7839613,150.986673,646000,Westmead Station NSW,2.721577635
"13 Betty Avenue Winston Hills, NSW, 2153",3,1,2,518,3311,House,-33.7831016,150.9865139,555000,Westmead Station NSW,2.817729648
"13A Betty Avenue Winston Hills, NSW, 2153",4,2,2,417,2854,House: One Storey / Lowset,-33.7833004,150.9863918,612000,Westmead Station NSW,2.796195902
"15 Betty Avenue Winston Hills, NSW, 2153",4,4,2,435,986,House: One Storey / Lowset,-33.7832714,150.9862411,1300000,Westmead Station NSW,2.800154584
