Address,Beds,Baths,Cars,Area,Date,Ptype,Latitude,Longitude,Price,Closest Station,Straight Distance (km)
"2 Acacia Street Eastwood, NSW, 2122",3,1,1,721,5682,House,-33.79194,151.1008415,646000,Denistone Station NSW,1.700622155
"3 Acacia Street Eastwood, NSW, 2122",3,1,1,645,1760,House,-33.7915905,151.1005685,1810000,Eastwood Station NSW,1.709412108
"4 Acacia Street Eastwood, NSW, 2122",3,2,1,721,772,House,-33.7919619,151.100614,1850000,Denistone Station NSW,1.684757897
"7 Acacia Street Eastwood, NSW, 2122",3,1,2,645,2334,House: One Storey / Lowset,-33.791566,151.100159,1315000,Eastwood Station NSW,1.671484384
"10 Acacia Street Eastwood, NSW, 2122",3,1,1,702,409,House,-33.7919876,151.0999315,1300000,Denistone Station NSW,1.641282007
"13 Acacia Street Eastwood, NSW, 2122",3,1,1,645,2264,House: One Storey / Lowset,-33.7915633,151.099522,1230000,Eastwood Station NSW,1.612878866
"14 Acacia Street Eastwood, NSW, 2122",4,2,1,708,2075,House: One Storey / Lowset,-33.7919604,151.0995902,1402000,Denistone Station NSW,1.623474217
"15 Acacia Street Eastwood, NSW, 2122",5,2,3,645,710,House,-33.7915138,151.0993428,1560000,Eastwood Station NSW,1.595853099
"20 Acacia Street Eastwood, NSW, 2122",4,3,1,639,1081,House,-33.7918778,151.0989532,2330000,Eastwood Station NSW,1.564621362
"21 Acacia Street Eastwood, NSW, 2122",3,2,4,664,3055,House: One Storey / Lowset,-33.7913775,151.0987939,868000,Eastwood Station NSW,1.54391677
"22 Acacia Street Eastwood, NSW, 2122",4,2,1,639,3426,House: One Storey / Lowset,-33.7918056,151.0987484,860000,Eastwood Station NSW,1.544843779
"23 Acacia Street Eastwood, NSW, 2122",3,2,1,696,2978,House,-33.7912628,151.0986574,900000,Eastwood Station NSW,1.530227537
"3 Alexandria Avenue Eastwood, NSW, 2122",3,2,1,639,3167,House: One Storey / Lowset,-33.7863616,151.0901034,925000,Eastwood Station NSW,0.843814665
"4 Alexandria Avenue Eastwood, NSW, 2122",3,1,1,753,853,House,-33.7862612,151.0906494,1558000,Eastwood Station NSW,0.893352721
"5 Alexandria Avenue Eastwood, NSW, 2122",7,4,2,961,5828,House: Semi Detached,-33.786653,151.0901489,860000,Eastwood Station NSW,0.832059244
"8 Alexandria Avenue Eastwood, NSW, 2122",3,1,2,466,2946,House: One Storey / Lowset,-33.7866841,151.0907404,760000,Eastwood Station NSW,0.879435997
"8A Alexandria Avenue Eastwood, NSW, 2122",3,1,3,545,2736,House: One Storey / Lowset,-33.7867287,151.0908412,850000,Eastwood Station NSW,0.885735818
"9 Alexandria Avenue Eastwood, NSW, 2122",3,1,2,967,5442,House,-33.7870077,151.0902854,820000,Eastwood Station NSW,0.826092304
"2/13 Alexandria Avenue Eastwood, NSW, 2122",3,1,1,1350,6176,Unit: Townhouse/Villa,-33.7873867,151.0901261,532000,Eastwood Station NSW,0.795813218
"3/13 Alexandria Avenue Eastwood, NSW, 2122",3,2,2,1350,3258,Unit: Townhouse/Villa,-33.7873867,151.0901261,699000,Eastwood Station NSW,0.795813218
"15 Alexandria Avenue Eastwood, NSW, 2122",4,2,1,580,4541,House,-33.7875105,151.0903764,730000,Eastwood Station NSW,0.812281668
"3/18 Alexandria Avenue Eastwood, NSW, 2122",3,2,1,217,2016,Unit,-33.7875648,151.0910589,973000,Eastwood Station NSW,0.869566983
"20 Alexandria Avenue Eastwood, NSW, 2122",4,2,2,1012,192,Land: Res Development,-33.7877131,151.0910134,2200000,Eastwood Station NSW,0.860359714
"1/21 Alexandria Avenue Eastwood, NSW, 2122",3,1,1,978,3535,Unit,-33.7880585,151.0903309,704000,Eastwood Station NSW,0.788698209
"3/21 Alexandria Avenue Eastwood, NSW, 2122",3,1,1,972,4870,Unit: Townhouse/Villa,-33.7880585,151.0903309,487500,Eastwood Station NSW,0.788698209
"23 Alexandria Avenue Eastwood, NSW, 2122",6,4,1,982,4795,House: One Storey / Lowset,-33.7882223,151.0905811,770000,Eastwood Station NSW,0.805957461
"2/24 Alexandria Avenue Eastwood, NSW, 2122",3,1,1,1013,5109,Unit,-33.7880342,151.0913319,488000,Eastwood Station NSW,0.878394712
"27 Alexandria Avenue Eastwood, NSW, 2122",4,2,2,974,3489,House: One Storey / Lowset,-33.7885653,151.0906721,1121000,Eastwood Station NSW,0.805141595
"28 Alexandria Avenue Eastwood, NSW, 2122",3,1,2,1012,3450,House: One Storey / Lowset,-33.7884507,151.0912409,1080000,Eastwood Station NSW,0.859214232
"1/30 Alexandria Avenue Eastwood, NSW, 2122",3,2,1,190,339,Unit: Townhouse/Villa,-33.7886003,151.0915139,945500,Eastwood Station NSW,0.880574955
"3/31 Alexandria Avenue Eastwood, NSW, 2122",3,2,1,227,1427,Unit: Townhouse/Villa,-33.7889225,151.0907404,1150000,Eastwood Station NSW,0.803891089
"35 Alexandria Avenue Eastwood, NSW, 2122",5,5,1,980,2502,House,-33.7892487,151.0909224,1427000,Eastwood Station NSW,0.81548483
"1/36 Alexandria Avenue Eastwood, NSW, 2122",3,2,2,233,1168,Unit,-33.7891315,151.0915594,1380000,Eastwood Station NSW,0.875488563
"3/36 Alexandria Avenue Eastwood, NSW, 2122",2,1,1,182,735,Unit: Townhouse/Villa,-33.7891315,151.0915594,920000,Eastwood Station NSW,0.875488563
"38 Alexandria Avenue Eastwood, NSW, 2122",4,3,2,595,1963,House,-33.7892979,151.0917414,1346000,Eastwood Station NSW,0.890136524
"38A Alexandria Avenue Eastwood, NSW, 2122",3,1,1,426,3664,House: One Storey / Lowset,-33.7893203,151.0914647,755000,Eastwood Station NSW,0.864445029
"39 Alexandria Avenue Eastwood, NSW, 2122",5,3,5,980,391,House,-33.7896201,151.0909679,2800000,Eastwood Station NSW,0.815919768
"40 Alexandria Avenue Eastwood, NSW, 2122",4,2,3,1018,2239,House: One Storey / Lowset,-33.7894913,151.0915594,1150000,Eastwood Station NSW,0.871468322
"2 Alison Street Eastwood, NSW, 2122",3,2,1,651,3685,House: One Storey / Lowset,-33.7885358,151.1006595,780500,Eastwood Station NSW,1.71863129
"6 Alison Street Eastwood, NSW, 2122",5,3,2,702,4800,House: One Storey / Lowset,-33.7884172,151.100978,610000,Eastwood Station NSW,1.749279138
"10 Alison Street Eastwood, NSW, 2122",3,1,2,702,3615,House,-33.7883386,151.1012965,745000,Eastwood Station NSW,1.779488228
"24 Alison Street Eastwood, NSW, 2122",6,3,4,702,1038,House: One Storey / Lowset,-33.7878977,151.1023886,2530000,Macquarie University Station NSW,1.879230229
"29 Alison Street Eastwood, NSW, 2122",4,2,2,708,4057,House: Semi Detached,-33.7881333,151.1030369,630000,Macquarie University Station NSW,1.850880289
"1 Anembo Place Eastwood, NSW, 2122",3,1,2,575,4684,House,-33.778962,151.0944713,685000,Epping Station NSW,1.341630494
"2 Anembo Place Eastwood, NSW, 2122",4,2,2,575,3718,House: One Storey / Lowset,-33.7792379,151.0942211,860000,Epping Station NSW,1.33825739
"4 Anembo Place Eastwood, NSW, 2122",3,2,2,575,2605,House: One Storey / Lowset,-33.7791915,151.0940391,870000,Epping Station NSW,1.321330944
"2 Aster Street Eastwood, NSW, 2122",4,2,2,581,1281,House: One Storey / Lowset,-33.7900889,151.0884199,1850000,Eastwood Station NSW,0.578703524
"4 Aster Street Eastwood, NSW, 2122",4,2,2,581,1770,House: One Storey / Lowset,-33.7901107,151.0881924,1700000,Eastwood Station NSW,0.557679498
"6 Aster Street Eastwood, NSW, 2122",4,3,2,574,5177,House,-33.7901609,151.0879194,848000,Eastwood Station NSW,0.532492203
"4 Auld Avenue Eastwood, NSW, 2122",4,2,2,1214,2440,House,-33.791476,151.0752259,2260000,Eastwood Station NSW,0.658585034
"6 Auld Avenue Eastwood, NSW, 2122",6,4,4,1190,4204,House,-33.7912929,151.0751349,1339900,Eastwood Station NSW,0.662393897
"8 Auld Avenue Eastwood, NSW, 2122",6,4,4,836,1424,House: One Storey / Lowset,-33.7911381,151.0749984,2730000,Eastwood Station NSW,0.671587519
"10 Auld Avenue Eastwood, NSW, 2122",4,2,1,836,3617,House: One Storey / Lowset,-33.7909783,151.0749984,1300000,Eastwood Station NSW,0.668764336
"11 Auld Avenue Eastwood, NSW, 2122",3,2,1,740,1802,House,-33.7904305,151.0753965,1910000,Eastwood Station NSW,0.625891651
"13 Auld Avenue Eastwood, NSW, 2122",4,2,2,1239,1858,House: One Storey / Lowset,-33.7901983,151.075337,2400000,Eastwood Station NSW,0.63040778
"15 Auld Avenue Eastwood, NSW, 2122",3,2,2,1284,4313,House: One Storey / Lowset,-33.7899289,151.0752714,1025000,Eastwood Station NSW,0.636662668
"16 Auld Avenue Eastwood, NSW, 2122",2,1,1,1022,2467,House: One Storey / Lowset,-33.7904689,151.0747255,1480000,Eastwood Station NSW,0.688043761
"17 Auld Avenue Eastwood, NSW, 2122",3,1,1,911,409,House,-33.7897625,151.0750894,1801000,Eastwood Station NSW,0.654276355
"18 Auld Avenue Eastwood, NSW, 2122",2,1,2,1022,3984,House: One Storey / Lowset,-33.790309,151.0747255,865000,Eastwood Station NSW,0.687214771
"22 Auld Avenue Eastwood, NSW, 2122",2,1,1,1480,2544,Unit: Standard,-33.790018,151.0744255,923000,Eastwood Station NSW,0.714606714
"23 Auld Avenue Eastwood, NSW, 2122",5,2,2,563,2334,House: One Storey / Lowset,-33.7893215,151.074771,1785000,Eastwood Station NSW,0.688094904
"25 Auld Avenue Eastwood, NSW, 2122",3,1,2,590,17,House: One Storey / Lowset,-33.7890984,151.07468,1920000,Eastwood Station NSW,0.699957281
"28 Auld Avenue Eastwood, NSW, 2122",4,2,1,601,1802,House: One Storey / Lowset,-33.7893935,151.0742705,2100000,Eastwood Station NSW,0.733100649
"32 Auld Avenue Eastwood, NSW, 2122",4,2,4,588,1607,House,-33.7890956,151.074043,1688000,Eastwood Station NSW,0.758177222
"3 Avondale Way Eastwood, NSW, 2122",3,2,2,457,2696,House: One Storey / Lowset,-33.7844747,151.0736336,1338888,Eastwood Station NSW,1.005917052
"5 Avondale Way Eastwood, NSW, 2122",3,3,2,216,2020,House: One Storey / Lowset,-33.7842533,151.0735658,1170000,Eastwood Station NSW,1.026249504
"7 Avondale Way Eastwood, NSW, 2122",5,2,4,194,439,House: One Storey / Lowset,-33.7841854,151.0735372,1225000,Eastwood Station NSW,1.033086424
"9 Avondale Way Eastwood, NSW, 2122",4,2,1,194,2898,Unit: Townhouse/Villa,-33.7841228,151.0735033,888888,Eastwood Station NSW,1.039939653
"13 Avondale Way Eastwood, NSW, 2122",4,2,2,194,2811,Unit: Townhouse/Villa,-33.7840038,151.0734285,888000,Eastwood Station NSW,1.053729584
"15 Avondale Way Eastwood, NSW, 2122",3,2,2,194,2793,House: One Storey / Lowset,-33.7839486,151.0733805,903888,Eastwood Station NSW,1.061076257
"17 Avondale Way Eastwood, NSW, 2122",4,2,2,194,2952,Unit,-33.7838952,151.0733304,903888,Eastwood Station NSW,1.068444976
"25 Avondale Way Eastwood, NSW, 2122",4,2,2,194,3086,House: One Storey / Lowset,-33.783717,151.0730901,923888,Eastwood Station NSW,1.098197888
"27 Avondale Way Eastwood, NSW, 2122",4,2,2,194,2967,House: One Storey / Lowset,-33.7836786,151.0730226,909600,Eastwood Station NSW,1.10571804
"29 Avondale Way Eastwood, NSW, 2122",5,2,2,194,1057,House,-33.7836488,151.072949,1650000,Eastwood Station NSW,1.113052843
"33 Avondale Way Eastwood, NSW, 2122",4,3,2,243,2479,Unit: Townhouse/Villa,-33.7835548,151.0726307,998888,Eastwood Station NSW,1.142333565
"35 Avondale Way Eastwood, NSW, 2122",5,3,2,197,129,House,-33.7835484,151.0725432,1450000,Eastwood Station NSW,1.149028717
"37 Avondale Way Eastwood, NSW, 2122",4,3,2,197,2492,House: One Storey / Lowset,-33.783545,151.0724636,968888,Eastwood Station NSW,1.154965226
"43 Avondale Way Eastwood, NSW, 2122",4,3,2,196,1508,House: One Storey / Lowset,-33.7835611,151.0722219,1505000,Eastwood Station NSW,1.171263928
"45 Avondale Way Eastwood, NSW, 2122",4,3,2,191,1088,House,-33.7835731,151.0721442,1640000,Eastwood Station NSW,1.176077733
"47 Avondale Way Eastwood, NSW, 2122",4,3,2,191,2512,Unit: Townhouse/Villa,-33.7835836,151.0720679,982888,Eastwood Station NSW,1.180917258
"57 Avondale Way Eastwood, NSW, 2122",4,2,2,311,2339,House: One Storey / Lowset,-33.7836418,151.0714875,1258888,Eastwood Station NSW,1.219891208
"59 Avondale Way Eastwood, NSW, 2122",5,3,2,311,948,Unit: Townhouse/Villa,-33.7836562,151.0713792,1700000,Eastwood Station NSW,1.227059916
"61 Avondale Way Eastwood, NSW, 2122",5,3,2,311,2241,House: One Storey / Lowset,-33.7836705,151.0712713,1288888,Eastwood Station NSW,1.23424653
"65 Avondale Way Eastwood, NSW, 2122",5,3,2,306,1596,House: One Storey / Lowset,-33.7836976,151.0710562,1620000,Eastwood Station NSW,1.248782573
"67 Avondale Way Eastwood, NSW, 2122",2,1,1,446,2408,House: One Storey / Lowset,-33.7837372,151.0707938,1568888,Eastwood Station NSW,1.266314742
"3/1-3 Balaclava Road Eastwood, NSW, 2122",4,2,2,2023,4663,Unit,-33.7867779,151.0859768,620000,Eastwood Station NSW,0.510934881
"8 Balaclava Road Eastwood, NSW, 2122",4,2,2,1091,2241,House: One Storey / Lowset,-33.7854598,151.08751,1405000,Eastwood Station NSW,0.714791033
"9A Balaclava Road Eastwood, NSW, 2122",2,2,1,644,2537,House: One Storey / Lowset,-33.7866196,151.0867772,865000,Eastwood Station NSW,0.57624131
"2/10 Balaclava Road Eastwood, NSW, 2122",3,2,2,241,4228,Unit,-33.7856633,151.0877757,625000,Eastwood Station NSW,0.716225216
"4/10 Balaclava Road Eastwood, NSW, 2122",4,2,2,343,3802,Unit: Townhouse/Villa,-33.7852432,151.0876403,735000,Eastwood Station NSW,0.740554046
"11 Balaclava Road Eastwood, NSW, 2122",4,5,2,904,66,House,-33.7865737,151.0869412,2090000,Eastwood Station NSW,0.590932324
"12 Balaclava Road Eastwood, NSW, 2122",3,1,2,1834,1841,House: One Storey / Lowset,-33.7858674,151.0880104,2700000,Eastwood Station NSW,0.717001146
"13 Balaclava Road Eastwood, NSW, 2122",5,3,1,1012,3801,House,-33.7865402,151.0871232,820000,Eastwood Station NSW,0.606044356
"14 Balaclava Road Eastwood, NSW, 2122",5,2,2,866,1967,House: One Storey / Lowset,-33.7857539,151.0881924,1400000,Eastwood Station NSW,0.7379758
"14A Balaclava Road Eastwood, NSW, 2122",3,2,2,854,1971,House: One Storey / Lowset,-33.7851478,151.087989,1350000,Eastwood Station NSW,0.770509729
"14B Balaclava Road Eastwood, NSW, 2122",6,5,4,1737,2379,House: One Storey / Lowset,-33.7851876,151.0881865,1998000,Eastwood Station NSW,0.780278961
"14C Balaclava Road Eastwood, NSW, 2122",3,1,1,692,713,House: One Storey / Lowset,-33.7857028,151.0883524,1750000,Eastwood Station NSW,0.752890549
"19 Balaclava Road Eastwood, NSW, 2122",4,2,1,1012,3798,House,-33.7864368,151.0877746,928000,Eastwood Station NSW,0.659846304
"28 Balaclava Road Eastwood, NSW, 2122",3,2,2,743,5360,House,-33.7854758,151.0899214,640000,Eastwood Station NSW,0.882728306
"31 Balaclava Road Eastwood, NSW, 2122",6,3,2,689,3785,House,-33.7860289,151.0897394,1205000,Eastwood Station NSW,0.834196511
"32 Balaclava Road Eastwood, NSW, 2122",3,1,1,22,5620,House,-33.7853972,151.0902399,600000,Eastwood Station NSW,0.91179916
"33 Balaclava Road Eastwood, NSW, 2122",5,2,2,702,279,House,-33.7860354,151.0899214,1535000,Eastwood Station NSW,0.847987003
"2/36-40 Balaclava Road Eastwood, NSW, 2122",3,2,2,262,377,House,-33.7853421,151.0905632,1048000,Eastwood Station NSW,0.939866232
"4/36-40 Balaclava Road Eastwood, NSW, 2122",3,2,2,257,2048,Unit,-33.7852786,151.0907926,920000,Eastwood Station NSW,0.961382251
"6/36-40 Balaclava Road Eastwood, NSW, 2122",3,2,4,289,875,House,-33.7852121,151.0909626,1251800,Eastwood Station NSW,0.978550296
"7/36-40 Balaclava Road Eastwood, NSW, 2122",3,2,2,261,2152,House: One Storey / Lowset,-33.7851576,151.091038,830000,Eastwood Station NSW,0.987711616
"9/36-40 Balaclava Road Eastwood, NSW, 2122",3,1,1,312,6836,House,-33.7849524,151.0908118,428000,Eastwood Station NSW,0.983516061
"10/36-40 Balaclava Road Eastwood, NSW, 2122",3,2,2,245,5683,Unit: Townhouse/Villa,-33.7848713,151.0907746,490000,Eastwood Station NSW,0.98601366
"14/36-40 Balaclava Road Eastwood, NSW, 2122",3,2,2,269,1558,House: One Storey / Lowset,-33.784975,151.0905084,1180000,Eastwood Station NSW,0.959359382
"15/36-40 Balaclava Road Eastwood, NSW, 2122",3,2,2,272,3145,House: Semi Detached,-33.7851247,151.0905415,692000,Eastwood Station NSW,0.95205228
"16/36-40 Balaclava Road Eastwood, NSW, 2122",3,2,2,361,2132,House: One Storey / Lowset,-33.7846025,151.0905397,700000,Eastwood Station NSW,0.98679976
"18/36-40 Balaclava Road Eastwood, NSW, 2122",4,2,2,343,1809,House: One Storey / Lowset,-33.784366,151.0904132,1295000,Eastwood Station NSW,0.994306628
"19/36-40 Balaclava Road Eastwood, NSW, 2122",4,2,1,447,626,House,-33.784203,151.0903206,1230000,Eastwood Station NSW,0.999552264
"22/36-40 Balaclava Road Eastwood, NSW, 2122",4,2,2,318,3903,Unit: Townhouse/Villa,-33.785361,151.0906632,700000,Eastwood Station NSW,0.946346483
"2/41-43A Balaclava Road Eastwood, NSW, 2122",3,2,1,533,1025,House,-33.7857506,151.0909143,1190000,Eastwood Station NSW,0.942763717
"6/43 Balaclava Road Eastwood, NSW, 2122",3,2,1,677,4597,Unit: Townhouse/Villa,-33.7856894,151.0910835,570000,Eastwood Station NSW,0.959679569
"2/43A Balaclava Road Eastwood, NSW, 2122",3,2,1,666,1195,Unit,-33.7856894,151.0910835,1300000,Eastwood Station NSW,0.959679569
"1/44 Balaclava Road Eastwood, NSW, 2122",4,2,2,709,4474,House: Semi Detached,-33.7824494,151.0972297,575000,Eastwood Station NSW,1.632156917
"2/44 Balaclava Road Eastwood, NSW, 2122",3,2,2,709,4479,Unit: Townhouse/Villa,-33.7846844,151.0918323,550000,Eastwood Station NSW,1.077987238
"1/48 Balaclava Road Eastwood, NSW, 2122",3,2,1,4554,207,Unit,-33.782262,151.0977298,1270000,Eastwood Station NSW,1.682473911
"10/48 Balaclava Road Eastwood, NSW, 2122",2,2,1,4554,1075,Unit,-33.784473,151.0924921,1074000,Eastwood Station NSW,1.141786057
"11/48 Balaclava Road Eastwood, NSW, 2122",3,2,2,4554,3653,Unit,-33.784473,151.0924921,590000,Eastwood Station NSW,1.141786057
"13/48 Balaclava Road Eastwood, NSW, 2122",3,2,3,4554,2310,Unit: Townhouse/Villa,-33.784473,151.0924921,750000,Eastwood Station NSW,1.141786057
"15/48 Balaclava Road Eastwood, NSW, 2122",3,2,1,4554,6115,Unit,-33.784473,151.0924921,519000,Eastwood Station NSW,1.141786057
"48A Balaclava Road Eastwood, NSW, 2122",3,1,1,620,6697,House,-33.7843342,151.0928014,420000,Eastwood Station NSW,1.174157454
"50A Balaclava Road Eastwood, NSW, 2122",3,2,1,316,4900,House: One Storey / Lowset,-33.7842078,151.092934,530000,Eastwood Station NSW,1.192109797
"51 Balaclava Road Eastwood, NSW, 2122",4,1,2,785,4583,House: One Storey / Lowset,-33.7852956,151.0918778,635000,Eastwood Station NSW,1.045154581
"53 Balaclava Road Eastwood, NSW, 2122",2,1,1,658,2586,House: One Storey / Lowset,-33.7852221,151.0920598,804000,Eastwood Station NSW,1.063789727
"54 Balaclava Road Eastwood, NSW, 2122",5,2,2,936,1732,House: One Storey / Lowset,-33.7841224,151.0933111,1720000,Eastwood Station NSW,1.22649455
"55 Balaclava Road Eastwood, NSW, 2122",2,1,1,683,4359,House: One Storey / Lowset,-33.785137,151.0921963,605000,Eastwood Station NSW,1.079468023
"57 Balaclava Road Eastwood, NSW, 2122",2,1,1,481,2685,House: One Storey / Lowset,-33.7850744,151.0924959,810000,Eastwood Station NSW,1.106852434
"57A Balaclava Road Eastwood, NSW, 2122",4,2,2,609,5828,House: Two Storey / Highset,-33.7850044,151.0926211,825000,Eastwood Station NSW,1.120770334
"58 Balaclava Road Eastwood, NSW, 2122",3,1,17,1227,1132,Business,-33.7839845,151.0937888,4850000,Eastwood Station NSW,1.271954453
"59 Balaclava Road Eastwood, NSW, 2122",3,2,1,604,3426,House: One Storey / Lowset,-33.7849282,151.0927878,762000,Eastwood Station NSW,1.138346192
"60 Balaclava Road Eastwood, NSW, 2122",2,1,2,740,124,House: One Storey / Lowset,-33.7835539,151.0946078,1430000,Eastwood Station NSW,1.361518227
"64 Balaclava Road Eastwood, NSW, 2122",3,1,4,803,4611,House: One Storey / Lowset,-33.7834353,151.0949263,600000,Eastwood Station NSW,1.393451467
"65 Balaclava Road Eastwood, NSW, 2122",3,1,1,234,1326,House: One Storey / Lowset,-33.78478,151.093186,1050000,Eastwood Station NSW,1.178438257
"70 Balaclava Road Eastwood, NSW, 2122",5,3,2,664,3259,House: Two Storey / Highset,-33.7831633,151.0954269,750000,Eastwood Station NSW,1.448716774
"72 Balaclava Road Eastwood, NSW, 2122",6,3,4,860,1153,House: Semi Detached,-33.7830615,151.0956544,1695000,Eastwood Station NSW,1.472541915
"4/74-76 Balaclava Road Eastwood, NSW, 2122",3,2,1,2252,1140,Unit: Townhouse/Villa,-33.7828135,151.0957647,1040000,Eastwood Station NSW,1.495942791
"6/74-76 Balaclava Road Eastwood, NSW, 2122",3,2,1,2252,3286,Unit: Townhouse/Villa,-33.7828135,151.0957647,610000,Eastwood Station NSW,1.495942791
"7/74-76 Balaclava Road Eastwood, NSW, 2122",3,2,1,2252,2975,Unit,-33.7828135,151.0957647,650000,Eastwood Station NSW,1.495942791
"78 Balaclava Road Eastwood, NSW, 2122",3,2,2,593,6312,House,-33.7828271,151.0961388,530000,Eastwood Station NSW,1.524316967
"79 Balaclava Road Eastwood, NSW, 2122",4,3,2,266,2097,House,-33.7843005,151.0942438,1402500,Eastwood Station NSW,1.289756252
"79A Balaclava Road Eastwood, NSW, 2122",4,3,1,632,2246,Unit,-33.7842321,151.0942893,1150000,Eastwood Station NSW,1.297208959
"80 Balaclava Road Eastwood, NSW, 2122",3,2,2,588,2409,House: One Storey / Lowset,-33.7827675,151.0963824,1000100,Eastwood Station NSW,1.546929036
"85 Balaclava Road Eastwood, NSW, 2122",5,2,1,683,2180,House: One Storey / Lowset,-33.7831235,151.0968374,1290000,Eastwood Station NSW,1.562791551
"86 Balaclava Road Eastwood, NSW, 2122",4,1,1,556,1249,House: One Storey / Lowset,-33.7825355,151.0968202,1420000,Eastwood Station NSW,1.59491119
