Address,Beds,Baths,Cars,Area,Date,Ptype,Latitude,Longitude,Price,Closest Station,Straight Distance (km)
"106 Adderton Road Carlingford, NSW, 2118",4,3,2,587,3804,House: Two Storey / Highset,-33.7859867,151.0442886,660000,Eastwood Station NSW,3.529408415
"106A Adderton Road Carlingford, NSW, 2118",3,2,1,425,5263,House,-33.7858528,151.044484,440000,Eastwood Station NSW,3.513476978
"125 Adderton Road Carlingford, NSW, 2118",4,1,4,885,6927,House: One Storey / Lowset,-33.7897577,151.0441106,375000,Eastwood Station NSW,3.516219963
"129 Adderton Road Carlingford, NSW, 2118",3,2,6,885,3228,House: One Storey / Lowset,-33.7894224,151.043928,850000,Eastwood Station NSW,3.533699145
"1/131-133 Adderton Road Carlingford, NSW, 2118",3,2,2,3387,5192,Unit,-33.789093,151.043884,386000,Eastwood Station NSW,3.538741176
"4/131-133 Adderton Road Carlingford, NSW, 2118",3,2,1,3387,4924,Unit,-33.789093,151.043884,373000,Eastwood Station NSW,3.538741176
"5/131-133 Adderton Road Carlingford, NSW, 2118",3,2,1,3335,1401,Unit,-33.789093,151.043884,750000,Eastwood Station NSW,3.538741176
"7/131-133 Adderton Road Carlingford, NSW, 2118",3,2,1,3335,4257,Unit,-33.789093,151.043884,405000,Eastwood Station NSW,3.538741176
"8/131-133 Adderton Road Carlingford, NSW, 2118",3,2,1,3335,5468,Unit,-33.789093,151.043884,375000,Eastwood Station NSW,3.538741176
"9/131-133 Adderton Road Carlingford, NSW, 2118",3,2,1,3335,2320,Unit,-33.789093,151.043884,615000,Eastwood Station NSW,3.538741176
"135 Adderton Road Carlingford, NSW, 2118",4,3,2,1675,1736,Unit: Townhouse/Villa,-33.7887081,151.043839,3450000,Eastwood Station NSW,3.544516949
"143 Adderton Road Carlingford, NSW, 2118",4,2,2,967,6811,House,-33.7878614,151.0438832,430000,Eastwood Station NSW,3.545818362
"147 Adderton Road Carlingford, NSW, 2118",4,1,3,942,3605,House: One Storey / Lowset,-33.7875443,151.043815,620000,Eastwood Station NSW,3.554757321
"149A Adderton Road Carlingford, NSW, 2118",3,1,1,600,1775,House: One Storey / Lowset,-33.7873713,151.0435882,1020000,Eastwood Station NSW,3.577234046
"2/151-153 Adderton Road Carlingford, NSW, 2118",3,2,2,222,249,Unit: Townhouse/Villa,-33.7871355,151.0436589,910000,Eastwood Station NSW,3.573052716
"3/151-153 Adderton Road Carlingford, NSW, 2118",3,2,2,285,2209,Unit,-33.7871355,151.0436589,698000,Eastwood Station NSW,3.573052716
"5/151-153 Adderton Road Carlingford, NSW, 2118",3,2,2,191,246,Unit,-33.7871355,151.0436589,870000,Eastwood Station NSW,3.573052716
"155 Adderton Road Carlingford, NSW, 2118",3,1,1,1075,935,House: One Storey / Lowset,-33.7868908,151.0438377,1800000,Eastwood Station NSW,3.559230333
"157 Adderton Road Carlingford, NSW, 2118",6,3,1,817,2888,House,-33.7867592,151.0437922,727000,Eastwood Station NSW,3.564912013
"173 Adderton Road Carlingford, NSW, 2118",2,1,1,1157,3305,Unit: Standard,-33.7857137,151.0436103,300000,Eastwood Station NSW,3.595571304
"1/173 Adderton Road Carlingford, NSW, 2118",2,2,1,95,2082,Unit,-33.7857137,151.0436103,580000,Eastwood Station NSW,3.595571304
"2/173 Adderton Road Carlingford, NSW, 2118",2,2,2,98,1342,Unit: Standard,-33.7857137,151.0436103,660000,Eastwood Station NSW,3.595571304
"3/173 Adderton Road Carlingford, NSW, 2118",2,2,1,97,1472,Unit: Standard,-33.7857137,151.0436103,660000,Eastwood Station NSW,3.595571304
"4/173 Adderton Road Carlingford, NSW, 2118",2,2,1,99,446,Unit,-33.7857137,151.0436103,570000,Eastwood Station NSW,3.595571304
"5/173 Adderton Road Carlingford, NSW, 2118",2,2,1,97,2068,Unit,-33.7857137,151.0436103,606500,Eastwood Station NSW,3.595571304
"6/173 Adderton Road Carlingford, NSW, 2118",2,2,1,100,2110,Unit,-33.7857137,151.0436103,575000,Eastwood Station NSW,3.595571304
"7/173 Adderton Road Carlingford, NSW, 2118",2,2,1,98,1247,Unit,-33.7857137,151.0436103,630000,Eastwood Station NSW,3.595571304
"8/173 Adderton Road Carlingford, NSW, 2118",2,2,1,98,2108,Unit: Standard,-33.7857137,151.0436103,586500,Eastwood Station NSW,3.595571304
"9/173 Adderton Road Carlingford, NSW, 2118",2,1,1,98,2108,Unit: Standard,-33.7857137,151.0436103,570000,Eastwood Station NSW,3.595571304
"10/173 Adderton Road Carlingford, NSW, 2118",2,2,1,96,2087,Unit: Standard,-33.7857137,151.0436103,605000,Eastwood Station NSW,3.595571304
"11/173 Adderton Road Carlingford, NSW, 2118",2,2,2,98,2105,Unit: Standard,-33.7857137,151.0436103,580000,Eastwood Station NSW,3.595571304
"12/173 Adderton Road Carlingford, NSW, 2118",2,2,1,97,2108,Unit: Standard,-33.7857137,151.0436103,605000,Eastwood Station NSW,3.595571304
"175A Adderton Road Carlingford, NSW, 2118",4,2,5,550,2813,House: One Storey / Lowset,-33.7855124,151.0436158,740000,Eastwood Station NSW,3.598177208
"3/12 Adina Street Carlingford, NSW, 2118",3,2,2,2398,6122,Unit,-33.7883933,151.0409511,405000,Eastwood Station NSW,3.812748052
"4/12 Adina Street Carlingford, NSW, 2118",3,2,2,405,577,Unit,-33.7883933,151.0409511,1008000,Eastwood Station NSW,3.812748052
"5/12 Adina Street Carlingford, NSW, 2118",3,2,2,2398,6122,Unit,-33.7883933,151.0409511,440000,Eastwood Station NSW,3.812748052
"3 Adrian Court Carlingford, NSW, 2118",5,2,2,852,1669,House,-33.7824275,151.0356051,1580000,Eastwood Station NSW,4.385992574
"6 Adrian Court Carlingford, NSW, 2118",4,3,2,809,1251,House: One Storey / Lowset,-33.7817067,151.0352867,1480000,Eastwood Station NSW,4.431064288
"7 Adrian Court Carlingford, NSW, 2118",3,2,3,777,3686,House: One Storey / Lowset,-33.7821377,151.035878,900000,Eastwood Station NSW,4.36768217
"11 Adrian Court Carlingford, NSW, 2118",5,3,2,891,3477,House: One Storey / Lowset,-33.781823,151.0357415,931000,Eastwood Station NSW,4.387251115
"14 Adrian Court Carlingford, NSW, 2118",5,3,2,697,3216,House: One Storey / Lowset,-33.7809384,151.035173,777500,Epping Station NSW,4.42795517
"17 Adrian Court Carlingford, NSW, 2118",5,3,2,934,179,House,-33.7813036,151.0357415,1720000,Epping Station NSW,4.385206121
"22 Adrian Court Carlingford, NSW, 2118",4,2,2,901,1788,House: One Storey / Lowset,-33.780951,151.0348319,1384000,Epping Station NSW,4.459094798
"25 Adrian Court Carlingford, NSW, 2118",5,3,3,751,3319,House,-33.780735,151.0356278,890000,Epping Station NSW,4.382182437
"28 Adrian Court Carlingford, NSW, 2118",4,2,2,724,514,House: One Storey / Lowset,-33.7802019,151.034559,1435000,Epping Station NSW,4.467543393
"29 Adrian Court Carlingford, NSW, 2118",5,3,2,770,3691,House,-33.7805974,151.0361054,930000,Epping Station NSW,4.335857854
"33 Adrian Court Carlingford, NSW, 2118",4,3,2,891,2159,House: One Storey / Lowset,-33.7801346,151.0360144,1220000,Epping Station NSW,4.334023018
"38 Adrian Court Carlingford, NSW, 2118",5,1,1,839,2294,Unit,-33.779955,151.0354686,1000000,Epping Station NSW,4.37985078
"2 Ainslie Parade Carlingford, NSW, 2118",5,2,2,753,4904,House: One Storey / Lowset,-33.7679502,151.0455662,668000,Beecroft Station NSW,2.798189631
"3 Ainslie Parade Carlingford, NSW, 2118",4,1,1,702,3667,House: One Storey / Lowset,-33.7684117,151.0453388,736000,Beecroft Station NSW,2.849963327
"4 Ainslie Parade Carlingford, NSW, 2118",3,2,2,708,1965,House: One Storey / Lowset,-33.7681799,151.0458391,1030000,Beecroft Station NSW,2.799601156
"9 Ainslie Parade Carlingford, NSW, 2118",3,1,1,702,5375,House,-33.7689029,151.0453842,500000,Beecroft Station NSW,2.887281857
"10 Ainslie Parade Carlingford, NSW, 2118",4,2,2,696,4285,House: One Storey / Lowset,-33.7686944,151.0459756,650000,Beecroft Station NSW,2.833467019
"13 Ainslie Parade Carlingford, NSW, 2118",4,4,2,702,2952,House,-33.7692575,151.0455207,830000,Beecroft Station NSW,2.908195905
"14 Ainslie Parade Carlingford, NSW, 2118",3,1,2,696,5177,House,-33.7690257,151.046021,578000,Beecroft Station NSW,2.858284088
"16 Ainslie Parade Carlingford, NSW, 2118",4,2,2,696,5030,House: One Storey / Lowset,-33.7691972,151.0460665,655000,Beecroft Station NSW,2.869903043
"18 Ainslie Parade Carlingford, NSW, 2118",4,2,2,696,4254,House,-33.7693687,151.046112,650000,Beecroft Station NSW,2.881607502
"21 Ainslie Parade Carlingford, NSW, 2118",4,3,2,702,3748,House: One Storey / Lowset,-33.7699693,151.0457254,725000,Beecroft Station NSW,2.955619613
"23 Ainslie Parade Carlingford, NSW, 2118",4,2,2,734,4894,House,-33.7701383,151.0458391,535000,Beecroft Station NSW,2.963234258
"27 Ainslie Parade Carlingford, NSW, 2118",3,1,1,696,5331,House: One Storey / Lowset,-33.7703112,151.046203,558000,Beecroft Station NSW,2.956668608
"29 Ainslie Parade Carlingford, NSW, 2118",4,2,1,696,3805,House: One Storey / Lowset,-33.7702894,151.0464304,715000,Beecroft Station NSW,2.941558396
"1 Alamein Avenue Carlingford, NSW, 2118",5,3,2,708,4876,House,-33.7684821,151.0577342,580000,Beecroft Station NSW,2.237950363
"4 Alamein Avenue Carlingford, NSW, 2118",3,1,3,930,2313,House: One Storey / Lowset,-33.7680036,151.0573475,1100000,Beecroft Station NSW,2.201663105
"5 Alamein Avenue Carlingford, NSW, 2118",5,2,1,753,2559,House: One Storey / Lowset,-33.7683902,151.0569836,840000,Beecroft Station NSW,2.254251446
"9 Alamein Avenue Carlingford, NSW, 2118",4,3,2,708,2320,House: One Storey / Lowset,-33.7684571,151.0566197,890000,Beecroft Station NSW,2.274263453
"10 Alamein Avenue Carlingford, NSW, 2118",4,1,2,708,7283,House,-33.7680124,151.0567561,420000,Beecroft Station NSW,2.223888935
"12 Alamein Avenue Carlingford, NSW, 2118",3,2,2,708,242,House,-33.7680458,151.0565742,1325000,Beecroft Station NSW,2.234068401
"1/14 Alamein Avenue Carlingford, NSW, 2118",3,1,2,318,1695,Unit,-33.7680094,151.0564179,990000,Beecroft Station NSW,2.23628681
"16 Alamein Avenue Carlingford, NSW, 2118",3,2,3,708,3668,House: One Storey / Lowset,-33.768096,151.0563013,856000,Beecroft Station NSW,2.249510453
"18 Alamein Avenue Carlingford, NSW, 2118",4,2,2,708,5710,House: Two Storey / Highset,-33.7681294,151.0561193,614000,Beecroft Station NSW,2.259906516
"19 Alamein Avenue Carlingford, NSW, 2118",4,2,3,696,5793,House,-33.7686025,151.0559373,675000,Beecroft Station NSW,2.314723071
"22 Alamein Avenue Carlingford, NSW, 2118",3,1,2,696,1635,House: One Storey / Lowset,-33.7681963,151.0557554,1135000,Beecroft Station NSW,2.280953006
"24 Alamein Avenue Carlingford, NSW, 2118",4,2,1,708,1361,House: One Storey / Lowset,-33.7682232,151.0553915,1360000,Beecroft Station NSW,2.298332894
"26 Alamein Avenue Carlingford, NSW, 2118",3,1,1,721,4771,House,-33.7682966,151.0552095,585000,Beecroft Station NSW,2.313123026
"27 Alamein Avenue Carlingford, NSW, 2118",4,1,1,721,4528,House: One Storey / Lowset,-33.7687647,151.055164,635000,Beecroft Station NSW,2.361648528
"30 Alamein Avenue Carlingford, NSW, 2118",4,3,3,847,5436,House: Two Storey / Highset,-33.7683777,151.0548229,873000,Beecroft Station NSW,2.337324601
"31 Alamein Avenue Carlingford, NSW, 2118",5,3,4,721,2243,House: One Storey / Lowset,-33.7687774,151.0548229,1060000,Beecroft Station NSW,2.376932808
"32 Alamein Avenue Carlingford, NSW, 2118",3,1,2,835,456,House,-33.7684111,151.0546409,1320000,Beecroft Station NSW,2.348360692
"33 Alamein Avenue Carlingford, NSW, 2118",3,1,1,721,3476,House: One Storey / Lowset,-33.7688534,151.0545727,680000,Beecroft Station NSW,2.394943319
"38 Alamein Avenue Carlingford, NSW, 2118",3,2,2,765,161,House,-33.7685642,151.0537539,1460000,Beecroft Station NSW,2.40224884
"39 Alamein Avenue Carlingford, NSW, 2118",3,2,2,702,4849,House: One Storey / Lowset,-33.7689137,151.0540268,539000,Beecroft Station NSW,2.42428764
"44 Alamein Avenue Carlingford, NSW, 2118",4,2,1,797,3777,House: One Storey / Lowset,-33.7686914,151.0528441,700000,Beecroft Station NSW,2.456404046
"45 Alamein Avenue Carlingford, NSW, 2118",2,2,2,702,1333,House: One Storey / Lowset,-33.7690424,151.0534355,2185000,Beecroft Station NSW,2.463023782
"47 Alamein Avenue Carlingford, NSW, 2118",3,1,1,696,7018,House,-33.7690475,151.053299,391000,Beecroft Station NSW,2.469677327
"51 Alamein Avenue Carlingford, NSW, 2118",4,2,2,696,2145,House: One Storey / Lowset,-33.7691027,151.0528896,1116000,Beecroft Station NSW,2.493751271
"52 Alamein Avenue Carlingford, NSW, 2118",3,1,2,715,6250,House,-33.7691718,151.0517524,543000,Beecroft Station NSW,2.554497094
"55 Alamein Avenue Carlingford, NSW, 2118",6,2,2,1012,143,House,-33.7693811,151.0525712,1660000,Beecroft Station NSW,2.535301001
"61 Alamein Avenue Carlingford, NSW, 2118",3,1,2,715,6450,House: One Storey / Lowset,-33.7695729,151.0520708,585000,Beecroft Station NSW,2.577194311
"65 Alamein Avenue Carlingford, NSW, 2118",3,1,1,721,4471,House: One Storey / Lowset,-33.7696398,151.0517069,600000,Beecroft Station NSW,2.60097421
"67 Alamein Avenue Carlingford, NSW, 2118",5,2,1,702,1514,House: One Storey / Lowset,-33.7696333,151.051525,1183000,Beecroft Station NSW,2.609173656
"2 Alexander Parade Carlingford, NSW, 2118",4,2,1,734,5366,House,-33.770383,151.0557099,560000,Epping Station NSW,2.448445222
"3 Alexander Parade Carlingford, NSW, 2118",4,2,2,1031,1158,House: One Storey / Lowset,-33.7699179,151.0563922,1730000,Epping Station NSW,2.391935458
"4 Alexander Parade Carlingford, NSW, 2118",3,1,1,740,2841,House: One Storey / Lowset,-33.7705382,151.055717,740000,Epping Station NSW,2.446018889
"6 Alexander Parade Carlingford, NSW, 2118",3,1,1,727,7010,House: One Storey / Lowset,-33.770726,151.0558009,410000,Epping Station NSW,2.436310796
"7 Alexander Parade Carlingford, NSW, 2118",3,1,1,740,1807,House,-33.7702544,151.0563013,1195000,Epping Station NSW,2.395692446
"2 Alexandra Place Carlingford, NSW, 2118",4,2,1,1050,651,House,-33.7677013,151.0386525,1185000,Beecroft Station NSW,3.253810769
"6 Alexandra Place Carlingford, NSW, 2118",6,3,2,930,2531,House: One Storey / Lowset,-33.7677964,151.0382431,850000,Beecroft Station NSW,3.29017812
"7 Alexandra Place Carlingford, NSW, 2118",3,1,2,925,4575,House: One Storey / Lowset,-33.7674308,151.0369696,55000,Beecroft Station NSW,3.360017426
"2 Alkira Road Carlingford, NSW, 2118",3,1,1,696,4668,House,-33.7691052,151.0391907,542000,Beecroft Station NSW,3.3142608
"6 Alkira Road Carlingford, NSW, 2118",3,1,2,696,3517,House: One Storey / Lowset,-33.7687484,151.0391528,689000,Beecroft Station NSW,3.291232766
"7 Alkira Road Carlingford, NSW, 2118",3,1,1,1005,943,House,-33.768545,151.0396076,960000,Beecroft Station NSW,3.244520061
"9 Alkira Road Carlingford, NSW, 2118",3,1,1,1031,2464,House: One Storey / Lowset,-33.7684135,151.0395622,620000,Beecroft Station NSW,3.23830285
"13 Alkira Road Carlingford, NSW, 2118",6,2,1,2106,4420,House,-33.7680988,151.0394257,480000,Beecroft Station NSW,3.225656039
"14 Alkira Road Carlingford, NSW, 2118",3,1,1,930,1242,Unit: Standard,-33.7674746,151.0390163,1130000,Beecroft Station NSW,3.211791779
"15 Alkira Road Carlingford, NSW, 2118",3,1,2,936,5632,House,-33.7676192,151.0394257,475000,Beecroft Station NSW,3.192077362
"2 Anne Marie Place Carlingford, NSW, 2118",3,3,2,1246,4021,House: One Storey / Lowset,-33.7691487,151.0380612,550000,Beecroft Station NSW,3.397233831
"3 Anne Marie Place Carlingford, NSW, 2118",3,2,1,740,2562,House: One Storey / Lowset,-33.7691811,151.0382659,680000,Beecroft Station NSW,3.384974344
"5 Anne Marie Place Carlingford, NSW, 2118",4,2,4,1467,1886,House: One Storey / Lowset,-33.7689777,151.0387207,1362000,Beecroft Station NSW,3.338215081
"6 Anne Marie Place Carlingford, NSW, 2118",3,1,2,948,1988,Unit: Townhouse/Villa,-33.7687687,151.038607,950100,Beecroft Station NSW,3.331427283
"4 Anthony Street Carlingford, NSW, 2118",3,1,3,816,615,House: One Storey / Lowset,-33.7739323,151.0552095,1528800,Epping Station NSW,2.484484497
"6 Anthony Street Carlingford, NSW, 2118",4,2,2,803,1277,House: One Storey / Lowset,-33.7738988,151.0553915,1700000,Epping Station NSW,2.467486925
"7 Anthony Street Carlingford, NSW, 2118",2,1,2,753,2338,House: One Storey / Lowset,-33.7733422,151.0560283,970000,Epping Station NSW,2.40614511
"8 Anthony Street Carlingford, NSW, 2118",3,1,2,803,731,House: One Storey / Lowset,-33.7738254,151.0555734,1630800,Epping Station NSW,2.450275735
"10 Anthony Street Carlingford, NSW, 2118",3,1,2,803,31,House: One Storey / Lowset,-33.773832,151.0557554,1575000,Epping Station NSW,2.433511897
"12 Anthony Street Carlingford, NSW, 2118",3,1,1,803,396,House,-33.7737985,151.0559373,1285000,Epping Station NSW,2.416533425
"14 Anthony Street Carlingford, NSW, 2118",4,2,1,753,7114,House: One Storey / Lowset,-33.7737651,151.0561193,390000,Epping Station NSW,2.399549699
"16 Anthony Street Carlingford, NSW, 2118",3,1,1,854,2727,House: One Storey / Lowset,-33.7736801,151.0562558,720000,Epping Station NSW,2.386507402
"5 Arcadian Circuit Carlingford, NSW, 2118",4,2,1,696,4045,House,-33.7853083,151.0304656,680000,Parramatta Station NSW,4.379496773
"7 Arcadian Circuit Carlingford, NSW, 2118",5,3,2,696,1796,House,-33.7853381,151.0307385,2000000,Parramatta Station NSW,4.390960917
"8 Arcadian Circuit Carlingford, NSW, 2118",4,2,1,778,1249,House: One Storey / Lowset,-33.784852,151.0305565,1400000,Parramatta Station NSW,4.426264165
"11 Arcadian Circuit Carlingford, NSW, 2118",3,1,2,696,430,House,-33.785283,151.0311478,1277000,Parramatta Station NSW,4.417483848
"12 Arcadian Circuit Carlingford, NSW, 2118",5,2,1,764,6586,House: One Storey / Lowset,-33.7846771,151.0309659,470000,Parramatta Station NSW,4.463536857
"14 Arcadian Circuit Carlingford, NSW, 2118",3,1,2,734,999,House: One Storey / Lowset,-33.7847353,151.0311933,1325000,Parramatta Station NSW,4.470013268
"19 Arcadian Circuit Carlingford, NSW, 2118",4,3,2,727,6914,House,-33.7851046,151.032012,420000,Parramatta Station NSW,4.479664086
"23 Arcadian Circuit Carlingford, NSW, 2118",4,2,1,923,4221,House: One Storey / Lowset,-33.7850095,151.0324213,640000,Parramatta Station NSW,4.510295159
"28 Arcadian Circuit Carlingford, NSW, 2118",3,2,1,803,1378,House,-33.7841587,151.0323758,1420000,Parramatta Station NSW,4.584955292
"28A Arcadian Circuit Carlingford, NSW, 2118",5,2,2,681,4935,House,-33.7839709,151.032435,750000,Parramatta Station NSW,4.605198475
"30 Arcadian Circuit Carlingford, NSW, 2118",4,2,2,727,2415,House: One Storey / Lowset,-33.7824223,151.0321484,970000,Eastwood Station NSW,4.699860837
"34 Arcadian Circuit Carlingford, NSW, 2118",6,6,4,702,5683,House,-33.7820677,151.032012,625000,Eastwood Station NSW,4.719569808
"35 Arcadian Circuit Carlingford, NSW, 2118",3,2,2,721,1426,House: One Storey / Lowset,-33.7825903,151.0326487,1150000,Eastwood Station NSW,4.651007121
"38 Arcadian Circuit Carlingford, NSW, 2118",4,3,1,860,6462,House,-33.7817814,151.03183,570000,Eastwood Station NSW,4.742201257
"39 Arcadian Circuit Carlingford, NSW, 2118",3,1,1,721,5233,House: One Storey / Lowset,-33.7822306,151.0326487,478000,Eastwood Station NSW,4.658364133
"40 Arcadian Circuit Carlingford, NSW, 2118",4,2,1,778,3317,House: One Storey / Lowset,-33.7816537,151.0316822,753000,Eastwood Station NSW,4.758384582
"44 Arcadian Circuit Carlingford, NSW, 2118",4,2,2,790,4240,House,-33.7813687,151.0314662,560000,Epping Station NSW,4.773107938
"46 Arcadian Circuit Carlingford, NSW, 2118",2,1,1,753,4264,House: One Storey / Lowset,-33.7812693,151.0312729,570000,Beecroft Station NSW,4.7822806
"47 Arcadian Circuit Carlingford, NSW, 2118",3,2,2,715,5060,House,-33.7810288,151.032012,525000,Epping Station NSW,4.716166533
"50 Arcadian Circuit Carlingford, NSW, 2118",6,4,1,777,5109,House: Two Storey / Highset,-33.7810692,151.0309204,608000,Beecroft Station NSW,4.788219451
"51 Arcadian Circuit Carlingford, NSW, 2118",3,2,2,854,279,House: One Storey / Lowset,-33.7807564,151.0316577,1400000,Beecroft Station NSW,4.716278162
"52 Arcadian Circuit Carlingford, NSW, 2118",5,3,1,746,4959,House,-33.7809943,151.0307839,550000,Beecroft Station NSW,4.790813393
"54 Arcadian Circuit Carlingford, NSW, 2118",4,3,4,784,3010,House: One Storey / Lowset,-33.7810302,151.0305338,775000,Parramatta Station NSW,4.78399226
"60 Arcadian Circuit Carlingford, NSW, 2118",4,2,2,740,2096,House: One Storey / Lowset,-33.781007,151.0295903,1050000,Parramatta Station NSW,4.741917212
"61 Arcadian Circuit Carlingford, NSW, 2118",3,2,2,734,2045,House: One Storey / Lowset,-33.7805947,151.0307839,1000000,Beecroft Station NSW,4.758627858
"62 Arcadian Circuit Carlingford, NSW, 2118",3,2,1,740,1796,House: One Storey / Lowset,-33.7810615,151.0293285,1050000,Parramatta Station NSW,4.724583014
"65 Arcadian Circuit Carlingford, NSW, 2118",5,3,2,708,151,House,-33.7804622,151.0302268,1600000,Beecroft Station NSW,4.783840423
"66 Arcadian Circuit Carlingford, NSW, 2118",4,4,3,790,1889,House: One Storey / Lowset,-33.7813229,151.0290544,1580000,Parramatta Station NSW,4.68676956
"70 Arcadian Circuit Carlingford, NSW, 2118",4,2,3,828,782,House,-33.7816037,151.0287145,1585000,Parramatta Station NSW,4.644085737
"72 Arcadian Circuit Carlingford, NSW, 2118",3,2,2,797,4775,House,-33.7818227,151.0285554,630000,Parramatta Station NSW,4.615648902
"74 Arcadian Circuit Carlingford, NSW, 2118",5,3,2,803,4704,House,-33.781936,151.0283734,815000,Parramatta Station NSW,4.596392894
"75 Arcadian Circuit Carlingford, NSW, 2118",5,4,2,753,6143,House,-33.7810584,151.0286918,720000,Parramatta Station NSW,4.695869447
"77 Arcadian Circuit Carlingford, NSW, 2118",3,2,2,746,3568,House: One Storey / Lowset,-33.7811575,151.0285326,710000,Parramatta Station NSW,4.679074443
"81 Arcadian Circuit Carlingford, NSW, 2118",4,2,2,860,4421,House: One Storey / Lowset,-33.7813841,151.0281688,690000,Parramatta Station NSW,4.640726527
"82 Arcadian Circuit Carlingford, NSW, 2118",3,2,2,721,1445,House: One Storey / Lowset,-33.7826152,151.0283734,1198000,Parramatta Station NSW,4.530814822
"85 Arcadian Circuit Carlingford, NSW, 2118",4,3,2,790,3095,House: One Storey / Lowset,-33.7818646,151.0277822,1160000,Parramatta Station NSW,4.57668422
"87 Arcadian Circuit Carlingford, NSW, 2118",4,3,2,1037,1133,House: One Storey / Lowset,-33.7817432,151.0274638,1247500,Parramatta Station NSW,4.574417943
"90 Arcadian Circuit Carlingford, NSW, 2118",4,2,2,803,5016,House: One Storey / Lowset,-33.7834084,151.0288965,600000,Parramatta Station NSW,4.479387546
"91 Arcadian Circuit Carlingford, NSW, 2118",3,2,2,828,4596,House,-33.782161,151.0276912,685000,Parramatta Station NSW,4.543767816
"92 Arcadian Circuit Carlingford, NSW, 2118",3,2,2,803,311,House: One Storey / Lowset,-33.7842814,151.0294195,1401000,Parramatta Station NSW,4.422135346
"93 Arcadian Circuit Carlingford, NSW, 2118",4,2,2,778,6565,House: One Storey / Lowset,-33.7823774,151.0276003,600000,Parramatta Station NSW,4.518648835
"95 Arcadian Circuit Carlingford, NSW, 2118",4,4,2,854,1739,House: One Storey / Lowset,-33.7825322,151.0277367,1665000,Parramatta Station NSW,4.509754285
"101 Arcadian Circuit Carlingford, NSW, 2118",5,3,2,740,3239,House: One Storey / Lowset,-33.7830158,151.0279868,850000,Parramatta Station NSW,4.474385786
"103 Arcadian Circuit Carlingford, NSW, 2118",4,2,2,702,4353,House: One Storey / Lowset,-33.7831448,151.0281005,635000,Parramatta Station NSW,4.467207762
"105 Arcadian Circuit Carlingford, NSW, 2118",5,2,2,696,630,House,-33.7832879,151.0281915,1588000,Parramatta Station NSW,4.457677406
"107 Arcadian Circuit Carlingford, NSW, 2118",3,2,2,696,785,House,-33.783471,151.0282825,1460000,Parramatta Station NSW,4.444366193
