Address,Beds,Baths,Cars,Area,Date,Ptype,Latitude,Longitude,Price,Closest Station,Straight Distance (km)
"12/12 Adelaide Street West Ryde, NSW, 2114",2,1,1,82,1662,Unit,-33.8083756,151.0824825,528000,West Ryde Station NSW,0.72041509
"13 Adelaide Street West Ryde, NSW, 2114",4,2,1,612,4901,House: One Storey / Lowset,-33.8081361,151.0818017,680000,West Ryde Station NSW,0.779071322
"4/14 Adelaide Street West Ryde, NSW, 2114",1,1,1,758,2622,Unit: Standard,-33.8085921,151.0823915,329000,West Ryde Station NSW,0.732923466
"5/14 Adelaide Street West Ryde, NSW, 2114",2,1,1,758,3379,Unit: Standard,-33.8085921,151.0823915,395000,West Ryde Station NSW,0.732923466
"7/14 Adelaide Street West Ryde, NSW, 2114",1,1,1,758,4023,Unit: Standard,-33.8085921,151.0823915,200000,West Ryde Station NSW,0.732923466
"8/14 Adelaide Street West Ryde, NSW, 2114",1,1,1,747,5152,Unit,-33.8085921,151.0823915,195000,West Ryde Station NSW,0.732923466
"11/14 Adelaide Street West Ryde, NSW, 2114",1,1,1,63,274,Unit,-33.8085921,151.0823915,449500,West Ryde Station NSW,0.732923466
"12/14 Adelaide Street West Ryde, NSW, 2114",1,1,2,66,1308,Unit,-33.8085921,151.0823915,466000,West Ryde Station NSW,0.732923466
"15 Adelaide Street West Ryde, NSW, 2114",4,1,2,612,3969,House: One Storey / Lowset,-33.8082361,151.0819365,100000,West Ryde Station NSW,0.768071361
"17 Adelaide Street West Ryde, NSW, 2114",3,1,2,613,3664,House: One Storey / Lowset,-33.8083927,151.0819627,850000,West Ryde Station NSW,0.768144501
"1/19 Adelaide Street West Ryde, NSW, 2114",2,1,1,603,4046,Unit,-33.8086713,151.0816869,525000,West Ryde Station NSW,0.798516326
"21 Adelaide Street West Ryde, NSW, 2114",4,1,2,601,1041,House,-33.8088148,151.0817773,1420000,West Ryde Station NSW,0.793466616
"22 Adelaide Street West Ryde, NSW, 2114",3,2,1,519,6899,House: One Storey / Lowset,-33.8092507,151.0822322,361000,West Ryde Station NSW,0.764467544
"23 Adelaide Street West Ryde, NSW, 2114",3,1,1,602,2817,House,-33.8089231,151.0817318,753000,West Ryde Station NSW,0.800150906
"24 Adelaide Street West Ryde, NSW, 2114",5,3,1,626,3090,House: Semi Detached,-33.8093474,151.0821412,707000,West Ryde Station NSW,0.775579575
"28 Adelaide Street West Ryde, NSW, 2114",3,2,1,411,3466,House: One Storey / Lowset,-33.8097637,151.0820503,724500,West Ryde Station NSW,0.798077826
"34 Adelaide Street West Ryde, NSW, 2114",4,3,2,1012,94,House,-33.8102832,151.0820503,2380000,West Ryde Station NSW,0.819430996
"41 Adelaide Street West Ryde, NSW, 2114",3,2,2,339,2970,House: One Storey / Lowset,-33.8102314,151.0815061,680000,West Ryde Station NSW,0.863579504
"42 Adelaide Street West Ryde, NSW, 2114",2,1,1,1012,3625,House: One Storey / Lowset,-33.8109676,151.0819138,935000,West Ryde Station NSW,0.863862155
"45 Adelaide Street West Ryde, NSW, 2114",3,2,1,632,1788,House: One Storey / Lowset,-33.8106685,151.0813184,1335000,West Ryde Station NSW,0.898627326
"48 Adelaide Street West Ryde, NSW, 2114",3,2,3,1012,927,House: One Storey / Lowset,-33.8115695,151.0818455,2700000,West Ryde Station NSW,0.902487663
"51 Adelaide Street West Ryde, NSW, 2114",3,2,1,418,3433,House: One Storey / Lowset,-33.8111478,151.0813678,781000,West Ryde Station NSW,0.917840423
"54 Adelaide Street West Ryde, NSW, 2114",2,1,1,746,2120,House: One Storey / Lowset,-33.8120799,151.0817318,1080000,Meadowbank Station NSW,0.890799411
"55 Adelaide Street West Ryde, NSW, 2114",4,3,2,582,2327,House: One Storey / Lowset,-33.811644,151.0812768,1000000,Meadowbank Station NSW,0.951397218
"55A Adelaide Street West Ryde, NSW, 2114",4,3,2,376,1148,House,-33.811644,151.0812768,1625000,Meadowbank Station NSW,0.951397218
"56A Adelaide Street West Ryde, NSW, 2114",4,3,2,620,5521,House: Two Storey / Highset,-33.812266,151.0817843,769000,Meadowbank Station NSW,0.876605336
"57 Adelaide Street West Ryde, NSW, 2114",3,1,1,512,1627,House: One Storey / Lowset,-33.8117639,151.0812768,1160000,Meadowbank Station NSW,0.944694214
"2/58 Adelaide Street West Ryde, NSW, 2114",3,2,2,177,1245,Unit,-33.8125852,151.0817545,1070000,Meadowbank Station NSW,0.862878756
"3/58 Adelaide Street West Ryde, NSW, 2114",3,2,2,169,1057,Unit,-33.8125852,151.0817545,1185000,Meadowbank Station NSW,0.862878756
"4/58 Adelaide Street West Ryde, NSW, 2114",3,2,2,256,1412,Unit,-33.8125852,151.0817545,1100200,Meadowbank Station NSW,0.862878756
"59 Adelaide Street West Ryde, NSW, 2114",3,1,1,525,150,House,-33.8118722,151.0812313,1530000,Meadowbank Station NSW,0.942433158
"60 Adelaide Street West Ryde, NSW, 2114",3,2,2,1012,2551,Unit: Standard,-33.8128043,151.0815953,990000,Meadowbank Station NSW,0.865868215
"64 Adelaide Street West Ryde, NSW, 2114",4,1,2,715,4222,House: One Storey / Lowset,-33.8131755,151.0816408,620000,Meadowbank Station NSW,0.845907739
"65 Adelaide Street West Ryde, NSW, 2114",4,3,4,544,1830,House: One Storey / Lowset,-33.8122085,151.0811403,1457000,Meadowbank Station NSW,0.932336056
"67 Adelaide Street West Ryde, NSW, 2114",3,1,1,550,2565,House: One Storey / Lowset,-33.8122885,151.0811403,770000,Meadowbank Station NSW,0.928357532
"79 Adelaide Street West Ryde, NSW, 2114",3,1,5,1100,2845,House: One Storey / Lowset,-33.8128762,151.0810948,870000,Meadowbank Station NSW,0.905168486
"83 Adelaide Street West Ryde, NSW, 2114",4,3,2,1340,4606,House,-33.8132551,151.0809356,835000,Meadowbank Station NSW,0.903737742
"1B Andrew Street West Ryde, NSW, 2114",3,2,2,293,1226,House,-33.8144436,151.0809188,1255000,Meadowbank Station NSW,0.869745031
"5 Andrew Street West Ryde, NSW, 2114",4,3,1,1012,892,House: One Storey / Lowset,-33.814455,151.0805489,2300000,Meadowbank Station NSW,0.903028216
"9 Andrew Street West Ryde, NSW, 2114",3,1,1,600,1368,House: One Storey / Lowset,-33.8143969,151.0803214,1470000,Meadowbank Station NSW,0.924891417
"9A Andrew Street West Ryde, NSW, 2114",3,2,1,657,443,House,-33.8141666,151.0803003,1090000,Meadowbank Station NSW,0.932040147
"13 Andrew Street West Ryde, NSW, 2114",2,2,1,1201,1594,House: One Storey / Lowset,-33.8142084,151.0796617,6860000,Meadowbank Station NSW,0.988765205
"3/9 Anthony Road West Ryde, NSW, 2114",2,1,1,1.92,4417,Unit,-33.8049207,151.0882239,500000,Denistone Station NSW,0.184859428
"4/9 Anthony Road West Ryde, NSW, 2114",2,1,1,1929,3655,Unit: Townhouse/Villa,-33.8049207,151.0882239,540000,Denistone Station NSW,0.184859428
"109/14A Anthony Road West Ryde, NSW, 2114",2,1,1,101,2191,Unit: Standard,-33.8053636,151.0877125,670000,Denistone Station NSW,0.243186927
"111/14A Anthony Road West Ryde, NSW, 2114",2,1,1,104,1651,Unit,-33.8053636,151.0877125,670000,Denistone Station NSW,0.243186927
"209/14A Anthony Road West Ryde, NSW, 2114",2,1,1,98,238,Unit,-33.8053636,151.0877125,732500,Denistone Station NSW,0.243186927
"210/14A Anthony Road West Ryde, NSW, 2114",3,2,1,153,2245,Unit: Standard,-33.8053636,151.0877125,865000,Denistone Station NSW,0.243186927
"211/14A Anthony Road West Ryde, NSW, 2114",2,1,1,104,2341,Unit,-33.8053636,151.0877125,600000,Denistone Station NSW,0.243186927
"339/14A Anthony Road West Ryde, NSW, 2114",1,1,1,93,2261,Unit: Standard,-33.8053636,151.0877125,565000,Denistone Station NSW,0.243186927
"350/14A Anthony Road West Ryde, NSW, 2114",1,1,1,87,1041,Unit,-33.8053636,151.0877125,675000,Denistone Station NSW,0.243186927
"352/14A Anthony Road West Ryde, NSW, 2114",2,1,1,97,1883,Unit: Standard,-33.8053636,151.0877125,645000,Denistone Station NSW,0.243186927
"353/14A Anthony Road West Ryde, NSW, 2114",3,2,1,111,2341,Unit: Standard,-33.8053636,151.0877125,735000,Denistone Station NSW,0.243186927
"355/14A Anthony Road West Ryde, NSW, 2114",2,2,1,113,2322,Unit,-33.8053636,151.0877125,735000,Denistone Station NSW,0.243186927
"515/14A Anthony Road West Ryde, NSW, 2114",3,2,1,113,2084,Unit: Standard,-33.8053636,151.0877125,830000,Denistone Station NSW,0.243186927
"520/14A Anthony Road West Ryde, NSW, 2114",3,2,1,133,1996,Unit: Standard,-33.8053636,151.0877125,895000,Denistone Station NSW,0.243186927
"657/14A Anthony Road West Ryde, NSW, 2114",2,2,1,116,2341,Unit: Standard,-33.8053636,151.0877125,715000,Denistone Station NSW,0.243186927
"659/14A Anthony Road West Ryde, NSW, 2114",2,2,1,115,2330,Unit: Standard,-33.8053636,151.0877125,715000,Denistone Station NSW,0.243186927
"662/14A Anthony Road West Ryde, NSW, 2114",3,2,2,143,860,Unit: Standard,-33.8053636,151.0877125,1050000,Denistone Station NSW,0.243186927
"665/14A Anthony Road West Ryde, NSW, 2114",2,1,1,99,2341,Unit: Standard,-33.8053636,151.0877125,670000,Denistone Station NSW,0.243186927
"666/14A Anthony Road West Ryde, NSW, 2114",2,2,1,110,2288,Unit: Standard,-33.8053636,151.0877125,765000,Denistone Station NSW,0.243186927
"667/14A Anthony Road West Ryde, NSW, 2114",2,2,1,113,2184,Unit: Standard,-33.8053636,151.0877125,765000,Denistone Station NSW,0.243186927
"668/14A Anthony Road West Ryde, NSW, 2114",2,1,1,98,2341,Unit: Standard,-33.8053636,151.0877125,650000,Denistone Station NSW,0.243186927
"715/14A Anthony Road West Ryde, NSW, 2114",3,2,1,112,2069,Unit: Standard,-33.8053636,151.0877125,810000,Denistone Station NSW,0.243186927
"716/14A Anthony Road West Ryde, NSW, 2114",2,1,1,94,2239,Unit: Standard,-33.8053636,151.0877125,685000,Denistone Station NSW,0.243186927
"717/14A Anthony Road West Ryde, NSW, 2114",2,2,1,108,902,Unit,-33.8053636,151.0877125,877000,Denistone Station NSW,0.243186927
"719/14A Anthony Road West Ryde, NSW, 2114",2,1,1,96,2341,Unit: Standard,-33.8053636,151.0877125,665000,Denistone Station NSW,0.243186927
"720/14A Anthony Road West Ryde, NSW, 2114",3,2,1,133,1968,Unit: Standard,-33.8053636,151.0877125,868000,Denistone Station NSW,0.243186927
"857/14A Anthony Road West Ryde, NSW, 2114",2,2,1,115,2175,Unit: Standard,-33.8053636,151.0877125,730000,Denistone Station NSW,0.243186927
"859/14A Anthony Road West Ryde, NSW, 2114",2,2,1,118,2184,Unit: Standard,-33.8053636,151.0877125,735000,Denistone Station NSW,0.243186927
"862/14A Anthony Road West Ryde, NSW, 2114",3,2,2,142,1112,Unit,-33.8053636,151.0877125,1075000,Denistone Station NSW,0.243186927
"863/14A Anthony Road West Ryde, NSW, 2114",2,1,1,95,2265,Unit,-33.8053636,151.0877125,685000,Denistone Station NSW,0.243186927
"865/14A Anthony Road West Ryde, NSW, 2114",2,1,1,97,1048,Unit,-33.8053636,151.0877125,796000,Denistone Station NSW,0.243186927
"867/14A Anthony Road West Ryde, NSW, 2114",2,2,1,108,2169,Unit,-33.8053636,151.0877125,810000,Denistone Station NSW,0.243186927
"220/14B Anthony Road West Ryde, NSW, 2114",1,1,1,86,2341,Unit: Standard,-33.8054914,151.0878257,520000,Denistone Station NSW,0.254113993
"221/14B Anthony Road West Ryde, NSW, 2114",1,1,1,112,2338,Unit: Standard,-33.8054914,151.0878257,585000,Denistone Station NSW,0.254113993
"325/14B Anthony Road West Ryde, NSW, 2114",1,1,1,82,2338,Unit: Standard,-33.8054914,151.0878257,485000,Denistone Station NSW,0.254113993
"327/14B Anthony Road West Ryde, NSW, 2114",1,1,1,82,714,Unit: Standard,-33.8054914,151.0878257,575000,Denistone Station NSW,0.254113993
"328/14B Anthony Road West Ryde, NSW, 2114",1,1,1,96,2338,Unit: Standard,-33.8054914,151.0878257,540000,Denistone Station NSW,0.254113993
"329/14B Anthony Road West Ryde, NSW, 2114",1,1,1,94,2322,Unit,-33.8054914,151.0878257,545000,Denistone Station NSW,0.254113993
"330/14B Anthony Road West Ryde, NSW, 2114",2,2,1,117,1678,Unit,-33.8054914,151.0878257,860000,Denistone Station NSW,0.254113993
"331/14B Anthony Road West Ryde, NSW, 2114",2,2,1,132,2341,Unit: Standard,-33.8054914,151.0878257,695000,Denistone Station NSW,0.254113993
"332/14B Anthony Road West Ryde, NSW, 2114",1,1,1,122,2341,Unit: Standard,-33.8054914,151.0878257,630000,Denistone Station NSW,0.254113993
"333/14B Anthony Road West Ryde, NSW, 2114",1,1,1,106,2341,Unit: Standard,-33.8054914,151.0878257,555000,Denistone Station NSW,0.254113993
"336/14B Anthony Road West Ryde, NSW, 2114",1,1,1,105,2341,Unit: Standard,-33.8054914,151.0878257,560000,Denistone Station NSW,0.254113993
"533/14B Anthony Road West Ryde, NSW, 2114",1,1,1,86,2198,Unit: Standard,-33.8054914,151.0878257,580000,Denistone Station NSW,0.254113993
"536/14B Anthony Road West Ryde, NSW, 2114",1,1,1,80,2189,Unit: Standard,-33.8054914,151.0878257,535000,Denistone Station NSW,0.254113993
"632/14B Anthony Road West Ryde, NSW, 2114",3,1,1,81,2221,Unit,-33.8054914,151.0878257,554000,Denistone Station NSW,0.254113993
"636/14B Anthony Road West Ryde, NSW, 2114",1,1,1,120,2341,Unit,-33.8054914,151.0878257,565000,Denistone Station NSW,0.254113993
"637/14B Anthony Road West Ryde, NSW, 2114",1,1,1,85,2341,Unit,-33.8054914,151.0878257,565000,Denistone Station NSW,0.254113993
"638/14B Anthony Road West Ryde, NSW, 2114",1,1,1,89,2341,Unit: Standard,-33.8054914,151.0878257,565000,Denistone Station NSW,0.254113993
"639/14B Anthony Road West Ryde, NSW, 2114",2,2,1,118,2254,Unit: Standard,-33.8054914,151.0878257,705000,Denistone Station NSW,0.254113993
"650/14B Anthony Road West Ryde, NSW, 2114",2,2,1,129,1644,Unit,-33.8054914,151.0878257,875000,Denistone Station NSW,0.254113993
"651/14B Anthony Road West Ryde, NSW, 2114",1,1,1,107,2341,Unit: Standard,-33.8054914,151.0878257,595000,Denistone Station NSW,0.254113993
"655/14B Anthony Road West Ryde, NSW, 2114",2,2,1,115,2341,Unit: Standard,-33.8054914,151.0878257,715000,Denistone Station NSW,0.254113993
"660/14B Anthony Road West Ryde, NSW, 2114",1,1,1,85,2341,Unit: Standard,-33.8054914,151.0878257,560000,Denistone Station NSW,0.254113993
"661/14B Anthony Road West Ryde, NSW, 2114",1,1,1,85,2341,Unit: Standard,-33.8054914,151.0878257,565000,Denistone Station NSW,0.254113993
"711/14B Anthony Road West Ryde, NSW, 2114",2,2,1,119,2338,Unit: Standard,-33.8054914,151.0878257,715000,Denistone Station NSW,0.254113993
"712/14B Anthony Road West Ryde, NSW, 2114",2,2,2,131,2341,Unit: Standard,-33.8054914,151.0878257,725000,Denistone Station NSW,0.254113993
"733/14B Anthony Road West Ryde, NSW, 2114",1,1,1,88,2221,Unit: Standard,-33.8054914,151.0878257,600000,Denistone Station NSW,0.254113993
"736/14B Anthony Road West Ryde, NSW, 2114",1,1,1,79,2221,Unit: Standard,-33.8054914,151.0878257,560000,Denistone Station NSW,0.254113993
"737/14B Anthony Road West Ryde, NSW, 2114",1,1,1,86,2221,Unit: Standard,-33.8054914,151.0878257,600000,Denistone Station NSW,0.254113993
"836/14B Anthony Road West Ryde, NSW, 2114",1,1,1,84,1308,Unit: Standard,-33.8054914,151.0878257,654000,Denistone Station NSW,0.254113993
"837/14B Anthony Road West Ryde, NSW, 2114",1,1,2,84,648,Unit,-33.8054914,151.0878257,700000,Denistone Station NSW,0.254113993
"838/14B Anthony Road West Ryde, NSW, 2114",1,1,1,84,1512,Unit,-33.8054914,151.0878257,650000,Denistone Station NSW,0.254113993
"839/14B Anthony Road West Ryde, NSW, 2114",2,2,1,116,1803,Unit: Standard,-33.8054914,151.0878257,905000,Denistone Station NSW,0.254113993
"850/14B Anthony Road West Ryde, NSW, 2114",2,2,1,132,2341,Unit: Standard,-33.8054914,151.0878257,735000,Denistone Station NSW,0.254113993
"852/14B Anthony Road West Ryde, NSW, 2114",2,2,1,117,2162,Unit,-33.8054914,151.0878257,730000,Denistone Station NSW,0.254113993
"856/14B Anthony Road West Ryde, NSW, 2114",2,2,1,120,2176,Unit: Standard,-33.8054914,151.0878257,735000,Denistone Station NSW,0.254113993
"860/14B Anthony Road West Ryde, NSW, 2114",1,1,1,86,2338,Unit: Standard,-33.8054914,151.0878257,575000,Denistone Station NSW,0.254113993
"16 Anthony Road West Ryde, NSW, 2114",5,3,2,917,3785,House: Semi Detached,-33.8049613,151.0875782,700000,Denistone Station NSW,0.205553809
"17 Anthony Road West Ryde, NSW, 2114",2,1,5,1005,1431,House: One Storey / Lowset,-33.8041495,151.0878759,3100000,Denistone Station NSW,0.112488283
"18 Anthony Road West Ryde, NSW, 2114",3,1,1,696,3060,House: One Storey / Lowset,-33.8047975,151.0874261,801888,Denistone Station NSW,0.195669001
"2/21 Anthony Road West Ryde, NSW, 2114",3,1,2,1011,3163,Unit: Townhouse/Villa,-33.8037039,151.0876998,638000,Denistone Station NSW,0.08676081
"25 Anthony Road West Ryde, NSW, 2114",4,2,2,973,354,House: One Storey / Lowset,-33.803269,151.0875397,2624000,Denistone Station NSW,0.08705782
"26 Anthony Road West Ryde, NSW, 2114",5,2,2,670,193,House,-33.8042153,151.0872308,1717000,Denistone Station NSW,0.156085072
"30 Anthony Road West Ryde, NSW, 2114",5,2,3,809,1431,House: One Storey / Lowset,-33.8039736,151.0870268,1685000,Denistone Station NSW,0.155436813
"32A Anthony Road West Ryde, NSW, 2114",3,1,1,368,2337,House: Multi Storey,-33.8036516,151.0872325,760000,Denistone Station NSW,0.122912335
"36 Anthony Road West Ryde, NSW, 2114",3,1,1,487,3807,House,-33.8035405,151.0871005,766000,Denistone Station NSW,0.131080778
"49 Anzac Avenue West Ryde, NSW, 2114",6,4,4,713,188,House,-33.8041424,151.0955634,1740000,West Ryde Station NSW,0.6111778
"52A Anzac Avenue West Ryde, NSW, 2114",4,3,1,525,4156,House,-33.8043374,151.0962208,580000,West Ryde Station NSW,0.650188861
"58 Anzac Avenue West Ryde, NSW, 2114",5,3,2,494,2174,House,-33.8046801,151.0957909,1250000,West Ryde Station NSW,0.596677695
"59 Anzac Avenue West Ryde, NSW, 2114",9,5,4,809,3647,House: One Storey / Lowset,-33.8045742,151.0950629,1330000,West Ryde Station NSW,0.545783221
"60 Anzac Avenue West Ryde, NSW, 2114",4,2,1,809,3513,House,-33.8047535,151.0956089,1000000,West Ryde Station NSW,0.578027142
"62 Anzac Avenue West Ryde, NSW, 2114",3,3,2,809,1095,House,-33.8049276,151.0955861,2319000,West Ryde Station NSW,0.566804955
"64 Anzac Avenue West Ryde, NSW, 2114",2,2,1,809,1522,House: One Storey / Lowset,-33.804961,151.0954041,1660000,West Ryde Station NSW,0.550247957
"66 Anzac Avenue West Ryde, NSW, 2114",4,2,2,920,3461,House: One Storey / Lowset,-33.8058285,151.0946533,965000,West Ryde Station NSW,0.446075647
"67 Anzac Avenue West Ryde, NSW, 2114",3,2,2,539,2405,House,-33.8049725,151.0947443,915000,West Ryde Station NSW,0.496939428
"3/73 Anzac Avenue West Ryde, NSW, 2114",1,1,1,809,1889,Unit,-33.8054725,151.0941983,387000,West Ryde Station NSW,0.425223722
"4/73 Anzac Avenue West Ryde, NSW, 2114",1,1,1,809,3848,Unit: Standard,-33.8054725,151.0941983,272150,West Ryde Station NSW,0.425223722
"6/73 Anzac Avenue West Ryde, NSW, 2114",1,1,1,809,61,Unit,-33.8054725,151.0941983,443000,West Ryde Station NSW,0.425223722
"7/73 Anzac Avenue West Ryde, NSW, 2114",1,1,1,809,4677,Unit: Standard,-33.8054725,151.0941983,205000,West Ryde Station NSW,0.425223722
"10/73 Anzac Avenue West Ryde, NSW, 2114",1,1,2,817,909,Unit: Standard,-33.8054725,151.0941983,472000,West Ryde Station NSW,0.425223722
"11/73 Anzac Avenue West Ryde, NSW, 2114",1,1,1,817,1798,Unit: Standard,-33.8054725,151.0941983,480000,West Ryde Station NSW,0.425223722
"1/75-77 Anzac Avenue West Ryde, NSW, 2114",2,1,1,1569,3702,Unit: Standard,-33.8055249,151.0939343,360000,West Ryde Station NSW,0.401138885
"5/75-77 Anzac Avenue West Ryde, NSW, 2114",2,1,1,1569,1008,Unit: Standard,-33.8055249,151.0939343,620000,West Ryde Station NSW,0.401138885
"9/75-77 Anzac Avenue West Ryde, NSW, 2114",2,1,1,1619,1461,Unit,-33.8055249,151.0939343,555000,West Ryde Station NSW,0.401138885
"13/75-77 Anzac Avenue West Ryde, NSW, 2114",2,1,1,1619,3463,Unit: Standard,-33.8055249,151.0939343,80000,West Ryde Station NSW,0.401138885
"15/75-77 Anzac Avenue West Ryde, NSW, 2114",2,1,1,1619,3520,Unit: Standard,-33.8055249,151.0939343,390000,West Ryde Station NSW,0.401138885
"16/75-77 Anzac Avenue West Ryde, NSW, 2114",2,1,1,1569,785,Unit: Standard,-33.8055249,151.0939343,620000,West Ryde Station NSW,0.401138885
"19/75-77 Anzac Avenue West Ryde, NSW, 2114",2,1,1,1569,1929,Unit: Standard,-33.8055249,151.0939343,496000,West Ryde Station NSW,0.401138885
"21/75-77 Anzac Avenue West Ryde, NSW, 2114",2,1,1,1619,1388,Unit,-33.8055249,151.0939343,578000,West Ryde Station NSW,0.401138885
"1/79 Anzac Avenue West Ryde, NSW, 2114",2,1,1,1207,1712,Unit,-33.8056877,151.0937888,525000,West Ryde Station NSW,0.380532523
"2/79 Anzac Avenue West Ryde, NSW, 2114",2,1,1,1207,4554,Unit,-33.8056877,151.0937888,310000,West Ryde Station NSW,0.380532523
