Address,Beds,Baths,Cars,Area,Date,Ptype,Latitude,Longitude,Price,Closest Station,Straight Distance (km)
"8/29-31 Albert Street North Parramatta, NSW, 2151",3,2,2,1170,5195,Unit,-33.8043517,151.0093972,365000,Parramatta Station NSW,1.591711389
"9/29-31 Albert Street North Parramatta, NSW, 2151",3,2,2,1170,3327,Unit,-33.8043517,151.0093972,420000,Parramatta Station NSW,1.591711389
"1/30-32 Albert Street North Parramatta, NSW, 2151",2,1,1,841,6175,Unit,-33.8031997,151.0047502,1400000,Parramatta Station NSW,1.637725027
"2/30-32 Albert Street North Parramatta, NSW, 2151",2,1,1,841,6175,Unit,-33.8031997,151.0047502,1400000,Parramatta Station NSW,1.637725027
"3/30-32 Albert Street North Parramatta, NSW, 2151",2,1,1,841,6175,Unit: Standard,-33.8031997,151.0047502,1400000,Parramatta Station NSW,1.637725027
"4/30-32 Albert Street North Parramatta, NSW, 2151",2,1,1,841,6175,Unit,-33.8031997,151.0047502,1400000,Parramatta Station NSW,1.637725027
"5/30-32 Albert Street North Parramatta, NSW, 2151",2,1,1,841,6175,Unit,-33.8031997,151.0047502,1400000,Parramatta Station NSW,1.637725027
"6/30-32 Albert Street North Parramatta, NSW, 2151",2,2,1,841,6175,Unit,-33.8031997,151.0047502,1400000,Parramatta Station NSW,1.637725027
"7/30-32 Albert Street North Parramatta, NSW, 2151",1,1,1,841,749,Unit,-33.8031997,151.0047502,520000,Parramatta Station NSW,1.637725027
"8/30-32 Albert Street North Parramatta, NSW, 2151",3,1,3,841,152,Commercial: Office Building,-33.8031997,151.0047502,580000,Parramatta Station NSW,1.637725027
"2/32A Albert Street North Parramatta, NSW, 2151",3,2,1,1260,64,Unit,-33.8031412,151.0049923,570000,Parramatta Station NSW,1.64547827
"7/32A Albert Street North Parramatta, NSW, 2151",2,1,1,1260,1683,Unit,-33.8031412,151.0049923,556000,Parramatta Station NSW,1.64547827
"27/34 Albert Street North Parramatta, NSW, 2151",3,2,2,500,2161,Unit: Standard,-33.8033379,151.0062485,885000,Parramatta Station NSW,1.635160618
"1/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,2332,Unit,-33.8035606,151.0068956,476000,Parramatta Station NSW,1.619860886
"2/36 Albert Street North Parramatta, NSW, 2151",2,2,4,3534,2227,Unit: Standard,-33.8035606,151.0068956,550500,Parramatta Station NSW,1.619860886
"3/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,2341,Unit: Standard,-33.8035606,151.0068956,405000,Parramatta Station NSW,1.619860886
"5/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,6201,Unit,-33.8035606,151.0068956,330000,Parramatta Station NSW,1.619860886
"6/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,2974,Unit,-33.8035606,151.0068956,370000,Parramatta Station NSW,1.619860886
"7/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,2378,Unit,-33.8035606,151.0068956,380000,Parramatta Station NSW,1.619860886
"8/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,1826,Unit,-33.8035606,151.0068956,621000,Parramatta Station NSW,1.619860886
"11/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,4600,Unit,-33.8035606,151.0068956,312500,Parramatta Station NSW,1.619860886
"13/36 Albert Street North Parramatta, NSW, 2151",2,2,2,3534,1982,Unit,-33.8035606,151.0068956,541000,Parramatta Station NSW,1.619860886
"14/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,2189,Unit,-33.8035606,151.0068956,498000,Parramatta Station NSW,1.619860886
"15/36 Albert Street North Parramatta, NSW, 2151",2,1,1,3534,3659,Unit: Standard,-33.8035606,151.0068956,352000,Parramatta Station NSW,1.619860886
"17/36 Albert Street North Parramatta, NSW, 2151",2,2,2,3534,3074,Unit: Standard,-33.8035606,151.0068956,365000,Parramatta Station NSW,1.619860886
"19/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,2164,Unit: Standard,-33.8035606,151.0068956,530000,Parramatta Station NSW,1.619860886
"20/36 Albert Street North Parramatta, NSW, 2151",2,2,2,3534,1221,Unit: Standard,-33.8035606,151.0068956,620000,Parramatta Station NSW,1.619860886
"21/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,238,Unit,-33.8035606,151.0068956,570000,Parramatta Station NSW,1.619860886
"22/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,2476,Unit,-33.8035606,151.0068956,427000,Parramatta Station NSW,1.619860886
"24/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,5097,Unit: Standard,-33.8035606,151.0068956,310000,Parramatta Station NSW,1.619860886
"25/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,3241,Unit: Standard,-33.8035606,151.0068956,377000,Parramatta Station NSW,1.619860886
"26/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,186,Unit,-33.8035606,151.0068956,575000,Parramatta Station NSW,1.619860886
"27/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,1165,Unit: Standard,-33.8035606,151.0068956,700000,Parramatta Station NSW,1.619860886
"30/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,1681,Unit,-33.8035606,151.0068956,605000,Parramatta Station NSW,1.619860886
"31/36 Albert Street North Parramatta, NSW, 2151",2,2,2,3534,503,Unit: Standard,-33.8035606,151.0068956,560000,Parramatta Station NSW,1.619860886
"32/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,6490,Unit: Standard,-33.8035606,151.0068956,367000,Parramatta Station NSW,1.619860886
"33/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,5421,Unit,-33.8035606,151.0068956,295000,Parramatta Station NSW,1.619860886
"34/36 Albert Street North Parramatta, NSW, 2151",2,2,2,3534,3186,Unit,-33.8034156,151.0067573,415000,Parramatta Station NSW,1.633610769
"35/36 Albert Street North Parramatta, NSW, 2151",2,2,1,3534,1998,Unit: Standard,-33.8035606,151.0068956,590000,Parramatta Station NSW,1.619860886
"37/36 Albert Street North Parramatta, NSW, 2151",2,2,2,3534,1883,Unit,-33.8035606,151.0068956,600000,Parramatta Station NSW,1.619860886
"1/37 Albert Street North Parramatta, NSW, 2151",2,1,2,1231,3727,Unit: Standard,-33.8044529,151.0099775,340000,Parramatta Station NSW,1.599174358
"2/37 Albert Street North Parramatta, NSW, 2151",2,1,2,1231,2611,Unit: Standard,-33.8044529,151.0099775,380000,Parramatta Station NSW,1.599174358
"4/37 Albert Street North Parramatta, NSW, 2151",2,1,1,1231,3319,Unit: Standard,-33.8044529,151.0099775,330000,Parramatta Station NSW,1.599174358
"6/37 Albert Street North Parramatta, NSW, 2151",2,1,1,1231,4263,Unit: Standard,-33.8044529,151.0099775,275000,Parramatta Station NSW,1.599174358
"8/37 Albert Street North Parramatta, NSW, 2151",2,1,2,1231,3339,Unit: Standard,-33.8044529,151.0099775,340000,Parramatta Station NSW,1.599174358
"9/37 Albert Street North Parramatta, NSW, 2151",2,1,2,1240,7200,Unit: Standard,-33.8044529,151.0099775,218000,Parramatta Station NSW,1.599174358
"38 Albert Street North Parramatta, NSW, 2151",2,1,1,509,5465,Unit: Standard,-33.8034586,151.0069534,950000,Parramatta Station NSW,1.631957268
"2/40-42 Albert Street North Parramatta, NSW, 2151",2,1,1,1012,5674,Unit,-33.8034334,151.0071359,273500,Parramatta Station NSW,1.637737711
"5/40-42 Albert Street North Parramatta, NSW, 2151",2,1,2,1032,1365,Unit,-33.8034334,151.0071359,525000,Parramatta Station NSW,1.637737711
"8/40-42 Albert Street North Parramatta, NSW, 2151",2,1,2,1032,3691,Unit: Standard,-33.8034334,151.0071359,320000,Parramatta Station NSW,1.637737711
"43 Albert Street North Parramatta, NSW, 2151",4,4,2,889,742,House,-33.804467,151.0110462,337500,Parramatta Station NSW,1.635182346
"1/44-46 Albert Street North Parramatta, NSW, 2151",2,1,1,1009,5920,House: One Storey / Lowset,-33.8034634,151.0073519,187500,Parramatta Station NSW,1.63825906
"3/44-46 Albert Street North Parramatta, NSW, 2151",2,1,1,1009,1508,Unit,-33.8034634,151.0073519,532000,Parramatta Station NSW,1.63825906
"5/44-46 Albert Street North Parramatta, NSW, 2151",2,1,2,1009,1656,Unit: Standard,-33.8034634,151.0073519,553000,Parramatta Station NSW,1.63825906
"47 Albert Street North Parramatta, NSW, 2151",4,2,2,468,7384,House,-33.8045752,151.0120921,298000,Parramatta Station NSW,1.665965977
"49A Albert Street North Parramatta, NSW, 2151",2,2,2,266,2412,Unit: Standard,-33.8046616,151.0123812,540000,Parramatta Station NSW,1.669829303
"4/50 Albert Street North Parramatta, NSW, 2151",1,1,1,1029,4579,Unit,-33.803493,151.0075648,170000,Parramatta Station NSW,1.639013876
"51-53 Albert Street North Parramatta, NSW, 2151",3,1,2,462,4791,Commercial,-33.8046669,151.0126162,925000,Parramatta Station NSW,1.679644378
"2/52 Albert Street North Parramatta, NSW, 2151",2,1,1,1005,4424,Unit,-33.8034976,151.0084313,320000,Parramatta Station NSW,1.657037207
"3/60 Albert Street North Parramatta, NSW, 2151",3,2,2,79,1067,Unit,-33.8037073,151.0092499,821000,Parramatta Station NSW,1.655603839
"4/60 Albert Street North Parramatta, NSW, 2151",2,1,1,137,5565,Unit,-33.8037073,151.0092499,302000,Parramatta Station NSW,1.655603839
"5/60 Albert Street North Parramatta, NSW, 2151",2,1,1,1115,7386,Unit,-33.8037073,151.0092499,225000,Parramatta Station NSW,1.655603839
"6/60 Albert Street North Parramatta, NSW, 2151",3,2,2,1115,1471,Unit: Standard,-33.8037073,151.0092499,750000,Parramatta Station NSW,1.655603839
"7/60 Albert Street North Parramatta, NSW, 2151",3,2,2,173,4145,Unit,-33.8037073,151.0092499,372000,Parramatta Station NSW,1.655603839
"9/60 Albert Street North Parramatta, NSW, 2151",2,1,1,1115,2799,Unit: Standard,-33.8037073,151.0092499,370000,Parramatta Station NSW,1.655603839
"4/62 Albert Street North Parramatta, NSW, 2151",3,2,1,766,6484,Unit,-33.8037398,151.0094545,309950,Parramatta Station NSW,1.657940481
"5/62 Albert Street North Parramatta, NSW, 2151",3,2,2,766,3962,Unit: Standard,-33.8037398,151.0094545,370000,Parramatta Station NSW,1.657940481
"6/62 Albert Street North Parramatta, NSW, 2151",3,2,2,766,1851,Unit: Standard,-33.8037398,151.0094545,595000,Parramatta Station NSW,1.657940481
"4/64-66 Albert Street North Parramatta, NSW, 2151",3,2,2,1271,4506,Unit: Standard,-33.8037693,151.0096723,380000,Parramatta Station NSW,1.661205777
"5/64-66 Albert Street North Parramatta, NSW, 2151",3,2,1,1271,2598,Unit: Standard,-33.8037693,151.0096723,470000,Parramatta Station NSW,1.661205777
"6/64-66 Albert Street North Parramatta, NSW, 2151",3,2,1,1271,1065,Unit,-33.8037693,151.0096723,680000,Parramatta Station NSW,1.661205777
"9/64-66 Albert Street North Parramatta, NSW, 2151",3,2,1,1271,1011,Unit,-33.8037693,151.0096723,725000,Parramatta Station NSW,1.661205777
"10/64-66 Albert Street North Parramatta, NSW, 2151",3,2,2,1271,2213,Unit,-33.8037693,151.0096723,540000,Parramatta Station NSW,1.661205777
"80 Albert Street North Parramatta, NSW, 2151",3,2,4,961,4453,House: One Storey / Lowset,-33.8041408,151.0119557,520000,Parramatta Station NSW,1.703537156
"2 Barham Street North Parramatta, NSW, 2151",7,6,1,613,4793,House,-33.8066882,151.0201871,468000,Parramatta Station NSW,1.956841493
"8 Barham Street North Parramatta, NSW, 2151",4,1,1,753,6773,House: One Storey / Lowset,-33.8062296,151.0204268,385000,Parramatta Station NSW,2.006578318
"10 Barham Street North Parramatta, NSW, 2151",3,1,1,696,5967,House,-33.8060856,151.0204692,540000,Parramatta Station NSW,2.01995257
"6 Barney Street North Parramatta, NSW, 2151",4,3,3,594,581,Commercial: Industrial Building,-33.7967671,151.0024287,2400000,Westmead Station NSW,1.863880336
"14 Barney Street North Parramatta, NSW, 2151",3,1,2,665,3458,Commercial: Industrial Building,-33.7965848,151.0030426,891000,Westmead Station NSW,1.91891899
"24 Barney Street North Parramatta, NSW, 2151",3,2,1,539,1160,House: One Storey / Lowset,-33.7963551,151.0038611,1150000,Westmead Station NSW,1.991768573
"26 Barney Street North Parramatta, NSW, 2151",4,2,1,539,5348,House,-33.7962819,151.004043,370000,Westmead Station NSW,2.009683358
"28 Barney Street North Parramatta, NSW, 2151",2,1,1,527,390,House: One Storey / Lowset,-33.7962369,151.0041795,1420000,Westmead Station NSW,2.022396308
"1A Barton Street North Parramatta, NSW, 2151",3,1,1,483,1305,House: One Storey / Lowset,-33.8037783,151.0212454,1115000,Parramatta Station NSW,2.246293352
"2 Barton Street North Parramatta, NSW, 2151",4,2,2,557,5274,House: One Storey / Lowset,-33.8038317,151.0218243,445000,Parramatta Station NSW,2.280739212
"2A Barton Street North Parramatta, NSW, 2151",4,1,1,321,5283,House,-33.8039615,151.0216874,475000,Parramatta Station NSW,2.261634198
"3 Barton Street North Parramatta, NSW, 2151",3,1,1,771,5347,House: One Storey / Lowset,-33.8028691,151.021392,560000,Parramatta Station NSW,2.327546992
"4/2-8 Bellevue Street North Parramatta, NSW, 2151",2,1,1,2595,231,Unit: Standard,-33.7989052,151.005714,443000,Westmead Station NSW,1.954621672
"9/2-8 Bellevue Street North Parramatta, NSW, 2151",2,1,1,2595,2254,Unit,-33.7989052,151.005714,438000,Westmead Station NSW,1.954621672
"12/2-8 Bellevue Street North Parramatta, NSW, 2151",2,1,1,2595,1977,Unit: Standard,-33.7989052,151.005714,1333334,Westmead Station NSW,1.954621672
"17/2-8 Bellevue Street North Parramatta, NSW, 2151",2,1,1,2595,2911,Unit,-33.7989052,151.005714,370000,Westmead Station NSW,1.954621672
"18/2-8 Bellevue Street North Parramatta, NSW, 2151",2,1,1,2595,1676,Unit,-33.7989052,151.005714,562000,Westmead Station NSW,1.954621672
"20/2-8 Bellevue Street North Parramatta, NSW, 2151",2,1,1,2595,1712,Unit: Standard,-33.7989052,151.005714,588000,Westmead Station NSW,1.954621672
"3 Bellevue Street North Parramatta, NSW, 2151",3,1,2,411,250,House,-33.7995018,151.0101025,960000,Parramatta Station NSW,2.12632023
"9 Bellevue Street North Parramatta, NSW, 2151",2,1,1,348,5064,House,-33.7994606,151.0106824,377000,Parramatta Station NSW,2.14582739
"11 Bellevue Street North Parramatta, NSW, 2151",5,2,5,594,3458,House,-33.7995215,151.0110783,375000,Parramatta Station NSW,2.150397792
"3/12 Bellevue Street North Parramatta, NSW, 2151",2,1,1,1834,1742,Unit,-33.798855,151.0061348,582000,Westmead Station NSW,1.99040872
"5/12 Bellevue Street North Parramatta, NSW, 2151",2,1,2,1834,271,Unit,-33.798855,151.0061348,537500,Westmead Station NSW,1.99040872
"6/12 Bellevue Street North Parramatta, NSW, 2151",2,1,1,1834,727,Unit: Standard,-33.798855,151.0061348,560000,Westmead Station NSW,1.99040872
"8/12 Bellevue Street North Parramatta, NSW, 2151",2,1,1,1834,5007,Unit,-33.798855,151.0061348,257500,Westmead Station NSW,1.99040872
"9/12 Bellevue Street North Parramatta, NSW, 2151",2,1,2,1834,488,Unit: Standard,-33.798855,151.0061348,560000,Westmead Station NSW,1.99040872
"10/12 Bellevue Street North Parramatta, NSW, 2151",2,1,1,1834,686,Unit,-33.798855,151.0061348,550000,Westmead Station NSW,1.99040872
"11/12 Bellevue Street North Parramatta, NSW, 2151",2,1,1,1834,3364,Unit: Standard,-33.798855,151.0061348,340000,Westmead Station NSW,1.99040872
"13 Bellevue Street North Parramatta, NSW, 2151",3,1,1,531,903,House,-33.7995321,151.0112735,1120000,Parramatta Station NSW,2.154932692
"8/16 Bellevue Street North Parramatta, NSW, 2151",2,1,1,943,2126,Unit,-33.7988308,151.0064304,431000,Westmead Station NSW,2.01497485
"2/20 Bellevue Street North Parramatta, NSW, 2151",2,1,1,942,4600,Unit: Standard,-33.7988982,151.0067715,218000,Westmead Station NSW,2.037888363
"4/20 Bellevue Street North Parramatta, NSW, 2151",2,1,1,937,3632,Unit: Standard,-33.7988982,151.0067715,312000,Westmead Station NSW,2.037888363
"21 Bellevue Street North Parramatta, NSW, 2151",3,1,3,930,1270,House: One Storey / Lowset,-33.7995795,151.0121603,1580000,Parramatta Station NSW,2.177384331
"3/22 Bellevue Street North Parramatta, NSW, 2151",2,1,1,875,1225,Unit: Standard,-33.7988932,151.0069079,240000,Westmead Station NSW,2.048956724
"23 Bellevue Street North Parramatta, NSW, 2151",3,1,2,885,1008,House,-33.7995603,151.0123195,1350000,Parramatta Station NSW,2.184595091
"1/24 Bellevue Street North Parramatta, NSW, 2151",2,1,2,944,956,Unit,-33.7989398,151.0070898,508000,Westmead Station NSW,2.060709761
"8/24 Bellevue Street North Parramatta, NSW, 2151",2,1,1,9232,5202,Unit,-33.7989398,151.0070898,220000,Westmead Station NSW,2.060709761
"1/26 Bellevue Street North Parramatta, NSW, 2151",2,1,1,620,1891,Unit: Standard,-33.7989484,151.0072773,435000,Westmead Station NSW,2.075132278
"2/26 Bellevue Street North Parramatta, NSW, 2151",2,1,2,620,837,Unit,-33.7989484,151.0072773,520000,Westmead Station NSW,2.075132278
"2/26A Bellevue Street North Parramatta, NSW, 2151",1,1,1,5,3518,Unit: Standard,-33.7989484,151.0072773,240000,Westmead Station NSW,2.075132278
"4/26A Bellevue Street North Parramatta, NSW, 2151",1,1,1,5,5755,Unit: Standard,-33.7989484,151.0072773,200000,Westmead Station NSW,2.075132278
"5/26A Bellevue Street North Parramatta, NSW, 2151",1,1,1,5,5030,Unit,-33.7989484,151.0072773,190000,Westmead Station NSW,2.075132278
"6/26A Bellevue Street North Parramatta, NSW, 2151",1,1,1,1232,1904,Unit,-33.7989484,151.0072773,310000,Westmead Station NSW,2.075132278
"8/26A Bellevue Street North Parramatta, NSW, 2151",1,1,3,1232,3188,Unit,-33.7987474,151.007349,243000,Westmead Station NSW,2.092241196
"29 Bellevue Street North Parramatta, NSW, 2151",2,1,1,465,1704,House: One Storey / Lowset,-33.7995856,151.0128074,1015000,Parramatta Station NSW,2.1984963
