Address,Beds,Baths,Cars,Area,Date,Ptype,Latitude,Longitude,Price,Closest Station,Straight Distance (km)
"4 Allerton Road Beecroft, NSW, 2119",5,3,2,801,3342,House: One Storey / Lowset,-33.7593314,151.0629883,1117000,Beecroft Station NSW,1.117667315
"5 Allerton Road Beecroft, NSW, 2119",5,2,2,798,1753,House,-33.7594035,151.0624879,1395000,Beecroft Station NSW,1.139150168
"6 Allerton Road Beecroft, NSW, 2119",5,3,6,797,397,House,-33.7591315,151.0629883,1800000,Beecroft Station NSW,1.096354375
"14 Allerton Road Beecroft, NSW, 2119",3,2,2,771,2880,House: One Storey / Lowset,-33.758457,151.0628518,835000,Beecroft Station NSW,1.028668257
"15 Allerton Road Beecroft, NSW, 2119",3,1,1,892,4835,House: One Storey / Lowset,-33.758729,151.0623514,625000,Beecroft Station NSW,1.072594795
"1 Austral Avenue Beecroft, NSW, 2119",5,3,2,1150,4722,House,-33.7556556,151.0577027,830000,Beecroft Station NSW,1.041847355
"2 Austral Avenue Beecroft, NSW, 2119",3,2,2,347,208,House,-33.7561531,151.0578156,430000,Beecroft Station NSW,1.07018438
"2A Austral Avenue Beecroft, NSW, 2119",3,2,1,651,3197,House: One Storey / Lowset,-33.7564041,151.0578271,660000,Beecroft Station NSW,1.088361451
"6 Austral Avenue Beecroft, NSW, 2119",4,2,1,873,2986,House: One Storey / Lowset,-33.756243,151.0582005,705000,Beecroft Station NSW,1.051015543
"7 Austral Avenue Beecroft, NSW, 2119",4,2,2,507,3811,House: Semi Detached,-33.7555766,151.058228,724000,Beecroft Station NSW,0.999112614
"9 Austral Avenue Beecroft, NSW, 2119",5,3,3,1126,585,House: One Storey / Lowset,-33.7553752,151.0593945,2200000,Beecroft Station NSW,0.904599355
"10 Austral Avenue Beecroft, NSW, 2119",3,2,1,873,2566,House: One Storey / Lowset,-33.7561139,151.0585302,728888,Beecroft Station NSW,1.019161177
"11 Austral Avenue Beecroft, NSW, 2119",2,2,2,765,1837,Unit: Townhouse/Villa,-33.7553933,151.059622,1395000,Beecroft Station NSW,0.891119835
"12 Austral Avenue Beecroft, NSW, 2119",4,3,2,873,6775,House,-33.7561204,151.0587122,42000,Beecroft Station NSW,1.007749375
"15 Austral Avenue Beecroft, NSW, 2119",2,2,1,765,3972,House: One Storey / Lowset,-33.7553882,151.0597585,696000,Beecroft Station NSW,0.881899182
"17 Austral Avenue Beecroft, NSW, 2119",3,2,1,765,2257,Land,-33.7553185,151.059907,970000,Beecroft Station NSW,0.86679668
"19 Austral Avenue Beecroft, NSW, 2119",3,2,2,759,2159,House: One Storey / Lowset,-33.7552698,151.0600622,940500,Beecroft Station NSW,0.852990807
"21 Austral Avenue Beecroft, NSW, 2119",4,2,2,759,3184,House: One Storey / Lowset,-33.7552762,151.0602589,955000,Beecroft Station NSW,0.841152368
"22 Austral Avenue Beecroft, NSW, 2119",4,2,1,904,2658,House: One Storey / Lowset,-33.7559814,151.0595765,880000,Beecroft Station NSW,0.941623666
"24 Austral Avenue Beecroft, NSW, 2119",5,2,1,1201,2988,Unit,-33.755895,151.0597471,910000,Beecroft Station NSW,0.923948262
"25 Austral Avenue Beecroft, NSW, 2119",4,3,2,2675,6611,House: Two Storey / Highset,-33.7553159,151.0603469,1280000,Beecroft Station NSW,0.838982085
"27 Austral Avenue Beecroft, NSW, 2119",5,2,2,759,2747,House: One Storey / Lowset,-33.7551344,151.0604863,1301000,Beecroft Station NSW,0.815351866
"29 Austral Avenue Beecroft, NSW, 2119",4,2,2,759,2243,House: One Storey / Lowset,-33.7550094,151.0606228,1105000,Beecroft Station NSW,0.7965786
"30 Austral Avenue Beecroft, NSW, 2119",4,2,2,1416,1524,House,-33.7556323,151.060159,1150000,Beecroft Station NSW,0.876861651
"33 Austral Avenue Beecroft, NSW, 2119",4,3,2,759,6543,Unit,-33.7548792,151.0608957,500000,Beecroft Station NSW,0.76899104
"1/34 Austral Avenue Beecroft, NSW, 2119",4,2,1,1608,3567,Unit,-33.7558202,151.060607,650000,Beecroft Station NSW,0.866581998
"2/34 Austral Avenue Beecroft, NSW, 2119",3,2,1,1574,1295,Unit,-33.7558202,151.060607,1140000,Beecroft Station NSW,0.866581998
"3/34 Austral Avenue Beecroft, NSW, 2119",3,2,1,1608,3595,Unit,-33.7558202,151.060607,595000,Beecroft Station NSW,0.866581998
"4/36 Austral Avenue Beecroft, NSW, 2119",3,2,2,1690,127,Unit,-33.7555872,151.0608502,1180000,Beecroft Station NSW,0.832322908
"39 Austral Avenue Beecroft, NSW, 2119",3,2,2,1663,1082,House,-33.7546137,151.0615781,2180000,Beecroft Station NSW,0.705712543
"1 Bambara Crescent Beecroft, NSW, 2119",4,2,2,936,4086,House: One Storey / Lowset,-33.7625821,151.0587349,740000,Beecroft Station NSW,1.599065632
"2 Bambara Crescent Beecroft, NSW, 2119",4,1,2,942,1851,House: One Storey / Lowset,-33.7624401,151.0582573,1680000,Beecroft Station NSW,1.605118005
"6 Bambara Crescent Beecroft, NSW, 2119",4,2,1,1132,2527,House: One Storey / Lowset,-33.7628798,151.0582573,835000,Beecroft Station NSW,1.648476054
"8 Bambara Crescent Beecroft, NSW, 2119",4,3,2,949,5549,House,-33.7630862,151.0584393,700000,Beecroft Station NSW,1.661424159
"9 Bambara Crescent Beecroft, NSW, 2119",5,3,2,993,1266,House: One Storey / Lowset,-33.7625489,151.059622,1800000,Beecroft Station NSW,1.561125823
"11 Bambara Crescent Beecroft, NSW, 2119",3,2,1,993,1148,House,-33.7625387,151.0598949,1800000,Beecroft Station NSW,1.550143547
"12 Bambara Crescent Beecroft, NSW, 2119",3,1,2,549,4672,House,-33.7630592,151.0588032,582000,Beecroft Station NSW,1.644104867
"12A Bambara Crescent Beecroft, NSW, 2119",4,2,2,624,4457,House,-33.7632314,151.0588693,950000,Beecroft Station NSW,1.658873819
"19 Bambara Crescent Beecroft, NSW, 2119",3,1,2,930,38,House: One Storey / Lowset,-33.7624383,151.0604408,1525000,Beecroft Station NSW,1.520893358
"20 Bambara Crescent Beecroft, NSW, 2119",4,2,1,968,1774,House: One Storey / Lowset,-33.7630686,151.059622,1475000,Beecroft Station NSW,1.614237645
"21 Bambara Crescent Beecroft, NSW, 2119",4,2,2,930,7099,House,-33.7624306,151.0606455,437500,Beecroft Station NSW,1.513353145
"23 Bambara Crescent Beecroft, NSW, 2119",3,1,2,930,613,House: One Storey / Lowset,-33.7624113,151.0608047,1623000,Beecroft Station NSW,1.506236808
"24 Bambara Crescent Beecroft, NSW, 2119",4,2,2,930,1069,House,-33.7630932,151.0600314,1680000,Beecroft Station NSW,1.602496668
"27 Bambara Crescent Beecroft, NSW, 2119",2,1,1,930,2316,Unit: Standard,-33.762356,151.0612142,1000000,Beecroft Station NSW,1.487862973
"28 Bambara Crescent Beecroft, NSW, 2119",4,3,2,930,355,House,-33.763003,151.0603044,1800000,Beecroft Station NSW,1.584034249
"29 Bambara Crescent Beecroft, NSW, 2119",3,1,1,930,2327,House: One Storey / Lowset,-33.7623342,151.0614416,1105000,Beecroft Station NSW,1.478932991
"30 Bambara Crescent Beecroft, NSW, 2119",4,2,2,930,5233,House,-33.7629438,151.0604636,690000,Beecroft Station NSW,1.572696328
"35 Bambara Crescent Beecroft, NSW, 2119",3,2,2,936,227,House,-33.7623653,151.062033,1608000,Beecroft Station NSW,1.466276838
"36A Bambara Crescent Beecroft, NSW, 2119",3,2,2,1081,4415,House: One Storey / Lowset,-33.7632971,151.0612309,685000,Beecroft Station NSW,1.586844918
"38 Bambara Crescent Beecroft, NSW, 2119",4,2,2,923,2819,House: One Storey / Lowset,-33.762904,151.0611687,925000,Beecroft Station NSW,1.546993745
"39 Bambara Crescent Beecroft, NSW, 2119",4,2,2,854,2943,House: One Storey / Lowset,-33.7624158,151.0624652,1045000,Beecroft Station NSW,1.461251558
"40 Bambara Crescent Beecroft, NSW, 2119",4,2,2,923,284,House,-33.7628306,151.0613506,1350000,Beecroft Station NSW,1.534052945
"41 Bambara Crescent Beecroft, NSW, 2119",4,2,2,860,1396,House: One Storey / Lowset,-33.7624622,151.0626471,1700000,Beecroft Station NSW,1.462181588
"42 Bambara Crescent Beecroft, NSW, 2119",4,2,1,1303,167,Land: Rural Acreage,-33.7628088,151.0615781,1304000,Beecroft Station NSW,1.525480656
"43 Bambara Crescent Beecroft, NSW, 2119",3,1,1,854,1333,House: One Storey / Lowset,-33.7624546,151.0628518,1540000,Beecroft Station NSW,1.456997969
"48 Bambara Crescent Beecroft, NSW, 2119",4,2,4,1208,1690,House: One Storey / Lowset,-33.7633649,151.0627381,1220000,Beecroft Station NSW,1.558045845
"49 Bambara Crescent Beecroft, NSW, 2119",4,2,1,740,4023,House,-33.7624109,151.0633067,700000,Beecroft Station NSW,1.443377889
"50 Bambara Crescent Beecroft, NSW, 2119",4,3,2,930,6131,House,-33.7630477,151.0626699,635000,Beecroft Station NSW,1.525039898
"51 Bambara Crescent Beecroft, NSW, 2119",4,3,1,740,4942,House,-33.7622858,151.0634432,608000,Beecroft Station NSW,1.42728299
"56 Bambara Crescent Beecroft, NSW, 2119",5,2,2,784,3435,House: One Storey / Lowset,-33.7628906,151.0633067,820000,Beecroft Station NSW,1.495705868
"62 Bambara Crescent Beecroft, NSW, 2119",5,3,1,784,2969,House: One Storey / Lowset,-33.7626303,151.0638526,805000,Beecroft Station NSW,1.458344839
"66 Bambara Crescent Beecroft, NSW, 2119",4,2,1,740,152,House,-33.7624034,151.0642166,1325000,Beecroft Station NSW,1.428331785
"68 Bambara Crescent Beecroft, NSW, 2119",4,3,2,746,699,House,-33.7623184,151.064353,1500000,Beecroft Station NSW,1.417245696
"2 Bangalow Avenue Beecroft, NSW, 2119",3,2,2,740,1389,House: One Storey / Lowset,-33.7475722,151.0610095,1685000,Beecroft Station NSW,0.550009422
"3 Bangalow Avenue Beecroft, NSW, 2119",3,2,2,930,2855,House: One Storey / Lowset,-33.7475952,151.0603953,900000,Beecroft Station NSW,0.600847181
"4 Bangalow Avenue Beecroft, NSW, 2119",3,2,2,746,6453,House,-33.7473632,151.0608957,775000,Beecroft Station NSW,0.569691781
"6 Bangalow Avenue Beecroft, NSW, 2119",4,3,2,740,388,House: One Storey / Lowset,-33.7472033,151.0608957,1950000,Beecroft Station NSW,0.577969164
"7 Bangalow Avenue Beecroft, NSW, 2119",3,2,2,778,2509,House: One Storey / Lowset,-33.7472264,151.0602816,1089000,Beecroft Station NSW,0.62731509
"8 Bangalow Avenue Beecroft, NSW, 2119",5,3,4,1492,2083,House: One Storey / Lowset,-33.746966,151.0608275,2400000,Beecroft Station NSW,0.596452366
"9 Bangalow Avenue Beecroft, NSW, 2119",3,3,2,847,507,House: One Storey / Lowset,-33.747274,151.0600769,1520000,Beecroft Station NSW,0.642172794
"10 Bangalow Avenue Beecroft, NSW, 2119",5,3,2,1170,1341,House: One Storey / Lowset,-33.7467287,151.0607593,1825000,Beecroft Station NSW,0.615576601
"11 Bangalow Avenue Beecroft, NSW, 2119",4,2,1,790,5635,House: One Storey / Lowset,-33.7472959,151.0598495,815000,Beecroft Station NSW,0.660351229
"12 Bangalow Avenue Beecroft, NSW, 2119",3,1,3,986,1788,Unit,-33.7467131,151.0604636,1700000,Beecroft Station NSW,0.639751129
"18 Bangalow Avenue Beecroft, NSW, 2119",4,3,2,822,165,House,-33.7469398,151.0593945,1910000,Beecroft Station NSW,0.715058682
"20 Bangalow Avenue Beecroft, NSW, 2119",4,2,2,759,4339,House: One Storey / Lowset,-33.7469501,151.0591216,878000,Beecroft Station NSW,0.737479999
"22 Bangalow Avenue Beecroft, NSW, 2119",4,2,2,746,3800,House: One Storey / Lowset,-33.7469371,151.0587577,820000,Beecroft Station NSW,0.768828887
"23 Bangalow Avenue Beecroft, NSW, 2119",6,2,3,973,1838,House: One Storey / Lowset,-33.7478296,151.0591216,2050000,Beecroft Station NSW,0.702810256
"26 Bangalow Avenue Beecroft, NSW, 2119",5,4,2,790,1893,House: One Storey / Lowset,-33.7472736,151.0586667,1510000,Beecroft Station NSW,0.762605446
"6 Beecroft Road Beecroft, NSW, 2119",5,3,2,784,2451,Land: General,-33.742126,151.0623059,600000,Beecroft Station NSW,0.921435348
"10 Beecroft Road Beecroft, NSW, 2119",5,4,8,961,1322,House: One Storey / Lowset,-33.7425439,151.0625334,1560000,Beecroft Station NSW,0.870427779
"12 Beecroft Road Beecroft, NSW, 2119",4,2,1,1140,68,House,-33.7427696,151.0625561,650000,Beecroft Station NSW,0.84671294
"16 Beecroft Road Beecroft, NSW, 2119",4,1,2,847,4965,House,-33.7431331,151.0629491,517500,Beecroft Station NSW,0.794960294
"18 Beecroft Road Beecroft, NSW, 2119",4,2,2,838,4820,House,-33.7433656,151.0630111,632500,Beecroft Station NSW,0.768989271
"18A Beecroft Road Beecroft, NSW, 2119",5,4,2,1404,2496,House: One Storey / Lowset,-33.7435154,151.0627868,1390000,Beecroft Station NSW,0.762620835
"18B Beecroft Road Beecroft, NSW, 2119",4,2,2,907,1979,House,-33.7434678,151.0628815,1303000,Beecroft Station NSW,0.763627763
"20 Beecroft Road Beecroft, NSW, 2119",5,2,1,2004,6580,House,-33.7437087,151.063102,745000,Beecroft Station NSW,0.730753528
"21 Beecroft Road Beecroft, NSW, 2119",5,3,2,1024,3407,House: One Storey / Lowset,-33.7416966,151.0627381,950000,Beecroft Station NSW,0.950277216
"22 Beecroft Road Beecroft, NSW, 2119",4,3,2,626,335,House,-33.7438351,151.063284,1470000,Beecroft Station NSW,0.711037467
"23A Beecroft Road Beecroft, NSW, 2119",1,1,1,1012,6816,Unit: Studio,-33.7419702,151.0632018,435000,Beecroft Station NSW,0.907084101
"24 Beecroft Road Beecroft, NSW, 2119",5,3,3,942,3476,House: One Storey / Lowset,-33.7441356,151.0634432,885000,Beecroft Station NSW,0.674524791
"25 Beecroft Road Beecroft, NSW, 2119",4,3,2,715,830,House,-33.7421235,151.0630793,1300000,Beecroft Station NSW,0.89478786
"29 Beecroft Road Beecroft, NSW, 2119",5,3,1,1134,4989,House: One Storey / Lowset,-33.7424731,151.0633522,575000,Beecroft Station NSW,0.849693691
"30 Beecroft Road Beecroft, NSW, 2119",5,2,1,1472,5625,House,-33.7448213,151.0633088,1065000,Beecroft Station NSW,0.611236114
"31 Beecroft Road Beecroft, NSW, 2119",4,1,2,1081,2054,House: One Storey / Lowset,-33.7426563,151.0634432,1038500,Beecroft Station NSW,0.827687737
"32 Beecroft Road Beecroft, NSW, 2119",1,1,1,949,2503,House: One Storey / Lowset,-33.7450088,151.0633728,1070000,Beecroft Station NSW,0.590047396
"33 Beecroft Road Beecroft, NSW, 2119",4,2,3,1166,6201,House,-33.7428395,151.0635342,575000,Beecroft Station NSW,0.805683661
"34 Beecroft Road Beecroft, NSW, 2119",4,2,2,1328,3163,House: One Storey / Lowset,-33.7451325,151.0628063,860000,Beecroft Station NSW,0.604967692
"34A Beecroft Road Beecroft, NSW, 2119",4,2,2,1300,249,House,-33.7451708,151.0629647,1740000,Beecroft Station NSW,0.593469801
"37 Beecroft Road Beecroft, NSW, 2119",3,1,2,869,1706,House: One Storey / Lowset,-33.7431658,151.0637162,1200000,Beecroft Station NSW,0.765901072
"37A Beecroft Road Beecroft, NSW, 2119",4,2,2,825,770,House,-33.7431065,151.0640941,1805000,Beecroft Station NSW,0.761686765
"38 Beecroft Road Beecroft, NSW, 2119",4,1,2,1543,3307,House,-33.7454241,151.0635569,944000,Beecroft Station NSW,0.541347907
"2/39 Beecroft Road Beecroft, NSW, 2119",3,2,1,1688,2864,House: One Storey / Lowset,-33.7526132,151.0717707,842000,Beecroft Station NSW,0.594667992
"40 Beecroft Road Beecroft, NSW, 2119",4,1,1,1034,3923,House,-33.745664,151.0635569,758000,Beecroft Station NSW,0.518158323
"40A Beecroft Road Beecroft, NSW, 2119",4,3,2,1871,2372,House: One Storey / Lowset,-33.7456982,151.0637295,1600000,Beecroft Station NSW,0.506953315
"45 Beecroft Road Beecroft, NSW, 2119",3,3,1,1374,2318,House: Two Storey / Highset,-33.7445265,151.0640346,1350000,Beecroft Station NSW,0.613545771
"1/46 Beecroft Road Beecroft, NSW, 2119",4,2,3,1201,2019,House: One Storey / Lowset,-33.7514023,151.066838,1700000,Beecroft Station NSW,0.195369638
"48 Beecroft Road Beecroft, NSW, 2119",3,1,2,1261,1655,House: One Storey / Lowset,-33.746433,151.0634066,1390000,Beecroft Station NSW,0.454743012
"50A Beecroft Road Beecroft, NSW, 2119",5,2,2,1845,2254,House: One Storey / Lowset,-33.7467039,151.0632147,1680000,Beecroft Station NSW,0.442725132
"52 Beecroft Road Beecroft, NSW, 2119",4,3,2,2251,3348,House: One Storey / Lowset,-33.7468445,151.0634165,1625000,Beecroft Station NSW,0.41866793
"52A Beecroft Road Beecroft, NSW, 2119",5,3,2,1657,2705,House: One Storey / Lowset,-33.7469983,151.0631039,1232000,Beecroft Station NSW,0.426011641
"52B Beecroft Road Beecroft, NSW, 2119",5,2,2,3509,313,House,-33.7470597,151.0627809,2200000,Beecroft Station NSW,0.443260094
"53 Beecroft Road Beecroft, NSW, 2119",4,1,1,900,7082,House,-33.7453132,151.064164,440000,Beecroft Station NSW,0.527884127
"54 Beecroft Road Beecroft, NSW, 2119",4,3,2,1024,2327,House,-33.74716,151.063466,1130000,Beecroft Station NSW,0.389683983
"54A Beecroft Road Beecroft, NSW, 2119",4,3,3,2403,2055,House,-33.7474238,151.063091,1402000,Beecroft Station NSW,0.39518842
"54B Beecroft Road Beecroft, NSW, 2119",5,4,2,769,921,House,-33.7472375,151.0629429,2610000,Beecroft Station NSW,0.418997255
"54C Beecroft Road Beecroft, NSW, 2119",3,2,2,1050,2418,House: One Storey / Lowset,-33.7473531,151.0634405,918000,Beecroft Station NSW,0.376209954
"56 Beecroft Road Beecroft, NSW, 2119",3,1,1,802,2489,House: One Storey / Lowset,-33.7474155,151.0637617,821100,Beecroft Station NSW,0.350255393
"57 Beecroft Road Beecroft, NSW, 2119",4,2,2,985,4449,House: One Storey / Lowset,-33.7457209,151.0641711,880000,Beecroft Station NSW,0.486174022
"58 Beecroft Road Beecroft, NSW, 2119",3,1,1,817,2166,House: One Storey / Lowset,-33.7475763,151.0636578,1120000,Beecroft Station NSW,0.344570933
"59 Beecroft Road Beecroft, NSW, 2119",4,3,2,1723,3723,House: One Storey / Lowset,-33.7459324,151.0642166,1100000,Beecroft Station NSW,0.463115026
"59A Beecroft Road Beecroft, NSW, 2119",4,2,2,1172,2420,House: One Storey / Lowset,-33.7460757,151.064327,990500,Beecroft Station NSW,0.44433679
"61 Beecroft Road Beecroft, NSW, 2119",4,2,2,839,1439,House: One Storey / Lowset,-33.7462497,151.0642848,1687000,Beecroft Station NSW,0.428694579
"1/64A Beecroft Road Beecroft, NSW, 2119",2,2,1,234,759,Unit,-33.7536579,151.0685848,1150000,Beecroft Station NSW,0.486157191
"2/64A Beecroft Road Beecroft, NSW, 2119",2,2,1,173,1736,Unit,-33.7487424,151.0636435,950000,Beecroft Station NSW,0.274565949
"3/64A Beecroft Road Beecroft, NSW, 2119",2,1,1,151,1982,Unit: Standard,-33.7487424,151.0636435,749000,Beecroft Station NSW,0.274565949
"5/64A Beecroft Road Beecroft, NSW, 2119",2,1,1,147,1819,Unit,-33.7487424,151.0636435,880000,Beecroft Station NSW,0.274565949
"6/64A Beecroft Road Beecroft, NSW, 2119",3,2,1,217,1728,Unit,-33.7487424,151.0636435,1300000,Beecroft Station NSW,0.274565949
"64B Beecroft Road Beecroft, NSW, 2119",4,2,2,1017,517,House: One Storey / Lowset,-33.7487737,151.0636692,1610000,Beecroft Station NSW,0.271050353
"66 Beecroft Road Beecroft, NSW, 2119",3,2,1,907,327,House: One Storey / Lowset,-33.7488664,151.0638071,1330000,Beecroft Station NSW,0.255415123
"70 Beecroft Road Beecroft, NSW, 2119",5,2,2,1353,2453,House: One Storey / Lowset,-33.7491953,151.0639209,1460000,Beecroft Station NSW,0.234522657
"73 Beecroft Road Beecroft, NSW, 2119",3,2,1,623,3688,House,-33.7475775,151.0644918,750000,Beecroft Station NSW,0.292718095
"5/76 Beecroft Road Beecroft, NSW, 2119",3,1,1,1314,2846,Unit: Standard,-33.7499821,151.0642621,480000,Beecroft Station NSW,0.199296837
"12/76 Beecroft Road Beecroft, NSW, 2119",2,1,1,1314,3644,Unit: Standard,-33.7499821,151.0642621,465000,Beecroft Station NSW,0.199296837
"2/78 Beecroft Road Beecroft, NSW, 2119",2,1,2,1334,6368,Unit: Standard,-33.7501678,151.0642848,340000,Beecroft Station NSW,0.201708876
"3/78 Beecroft Road Beecroft, NSW, 2119",2,1,1,1364,1585,Unit,-33.7501678,151.0642848,658000,Beecroft Station NSW,0.201708876
"5/78 Beecroft Road Beecroft, NSW, 2119",2,1,1,1334,1861,Unit,-33.7501678,151.0642848,600000,Beecroft Station NSW,0.201708876
"7/78 Beecroft Road Beecroft, NSW, 2119",2,1,1,1334,2327,Unit,-33.7501678,151.0642848,535000,Beecroft Station NSW,0.201708876
"8/78 Beecroft Road Beecroft, NSW, 2119",2,1,2,1364,2535,Unit: Standard,-33.7501678,151.0642848,450000,Beecroft Station NSW,0.201708876
"9/78 Beecroft Road Beecroft, NSW, 2119",2,1,1,1334,1974,Unit,-33.7501678,151.0642848,690000,Beecroft Station NSW,0.201708876
"10/78 Beecroft Road Beecroft, NSW, 2119",2,1,1,1364,2080,Unit,-33.7501678,151.0642848,540500,Beecroft Station NSW,0.201708876
"11/78 Beecroft Road Beecroft, NSW, 2119",2,1,1,1334,2457,Unit,-33.7501678,151.0642848,502000,Beecroft Station NSW,0.201708876
"12/78 Beecroft Road Beecroft, NSW, 2119",2,1,1,1334,3480,Unit: Standard,-33.7501678,151.0642848,470000,Beecroft Station NSW,0.201708876
"83 Beecroft Road Beecroft, NSW, 2119",4,1,2,1609,6094,House,-33.7485583,151.0645578,1150000,Beecroft Station NSW,0.210584318
"86 Beecroft Road Beecroft, NSW, 2119",5,2,1,876,7287,House: Two Storey / Highset,-33.7508179,151.064717,540000,Beecroft Station NSW,0.199299176
"88 Beecroft Road Beecroft, NSW, 2119",4,2,2,930,5086,House,-33.7510294,151.0647625,562000,Beecroft Station NSW,0.211927176
"112A Beecroft Road Beecroft, NSW, 2119",5,3,6,1878,523,House: One Storey / Lowset,-33.7544918,151.0665318,2680000,Beecroft Station NSW,0.534590395
"115 Beecroft Road Beecroft, NSW, 2119",4,1,2,508,1718,House,-33.7542065,151.0678104,1275000,Beecroft Station NSW,0.519617246
"116 Beecroft Road Beecroft, NSW, 2119",2,2,2,879,4092,House,-33.7542798,151.0669233,745000,Beecroft Station NSW,0.513243378
"126 Beecroft Road Beecroft, NSW, 2119",4,2,5,1410,1858,House: One Storey / Lowset,-33.7548218,151.0681061,1600000,Beecroft Station NSW,0.592797168
"129 Beecroft Road Beecroft, NSW, 2119",3,2,2,431,2596,House: One Storey / Lowset,-33.7546418,151.069099,885000,Beecroft Station NSW,0.605422347
